city,house_type,price,price_m2,living_area,energy_label,zip,address,year_built,house_age,date_list,term_days,date_sold,street,number,suffix,extra
utrecht,appartement,450000,4891.3,92,C,3532EJ,Johan de Meesterstraat 3 Bis A,1939,84,2023-03-16,15,2023-03-31,Johan de Meesterstraat,3,BSA,
utrecht,appartement,365000,5887.1,62,C,3553BT,Edisonstraat 46,1931,92,2022-12-19,29,2023-01-17,Edisonstraat,46,,
utrecht,huis,925000,5572.3,166,A,3584ZN,Wim Sonneveldlaan 23,1978,45,2022-08-29,17,2022-09-15,Wim Sonneveldlaan,23,,
utrecht,huis,398000,6218.8,64,E,3531XN,Priokstraat 24,1931,92,2022-11-12,38,2022-12-20,Priokstraat,24,,
utrecht,appartement,345000,4859.2,71,C,3554JG,Prinses Beatrixlaan 13,1957,66,2022-05-19,22,2022-06-10,Prinses Beatrixlaan,13,,
utrecht,appartement,375000,5681.8,66,A,3513EW,Westerdijk 22,2002,21,2022-11-27,17,2022-12-14,Westerdijk,22,,
utrecht,huis,600000,5357.1,112,C,3532GS,Oltmansstraat 19,1931,92,2023-03-08,16,2023-03-24,Oltmansstraat,19,,
utrecht,huis,589000,3849.7,153,A,3543GJ,Lester Youngpad 4,2009,14,2023-01-20,19,2023-02-08,Lester Youngpad,4,,
utrecht,huis,895000,5359.3,167,A,3544NA,Utrechtseweg 20,2012,11,2023-01-12,18,2023-01-30,Utrechtseweg,20,,
utrecht,appartement,389000,4686.7,83,na,3513EP,Oudenoord 463,1942,81,2022-09-15,70,2022-11-24,Oudenoord,463,,
utrecht,huis,479000,5206.5,92,D,3522ES,Berkelstraat 88,1931,92,2023-02-01,19,2023-02-20,Berkelstraat,88,,
utrecht,huis,639000,4317.6,148,A,3541TS,Steranijsweg 15,2015,8,2023-02-17,16,2023-03-05,Steranijsweg,15,,
utrecht,appartement,299000,3114.6,96,C,3562XC,Androsdreef 68,1966,57,2022-12-09,18,2022-12-27,Androsdreef,68,,
utrecht,appartement,339500,5658.3,60,A,3554HW,Prinses Ireneplateau 68,2005,18,2022-11-15,16,2022-12-01,Prinses Ireneplateau,68,,
utrecht,huis,450000,4639.2,97,G,3523VN,Oranje-Nassaulaan 7,1936,87,2022-08-30,28,2022-09-27,Oranje-Nassaulaan,7,,
utrecht,huis,589000,6010.2,98,F,3521EB,Jekerstraat 15,1936,87,2023-01-13,25,2023-02-07,Jekerstraat,15,,
utrecht,huis,430000,3385.8,127,D,3524EX,Azoren 26,1979,44,2022-11-25,12,2022-12-07,Azoren,26,,
utrecht,huis,319000,4038.0,79,D,3525GM,Hofnarlaan 13,1960,63,2022-10-27,15,2022-11-11,Hofnarlaan,13,,
utrecht,appartement,325000,4166.7,78,C,3527SB,Spaaklaan 15,1959,64,2022-05-13,63,2022-07-15,Spaaklaan,15,,
utrecht,appartement,239500,7257.6,33,C,3553HJ,Sweder van Zuylenweg 102 A,1931,92,2023-02-22,17,2023-03-11,Sweder van Zuylenweg,102,A,
utrecht,appartement,495000,5210.5,95,C,3514VC,Kievitdwarsstraat 15 A,1896,127,2023-03-15,21,2023-04-05,Kievitdwarsstraat,15,A,
utrecht,appartement,985000,4497.7,219,na,3511ZL,Twijnstraat 46,1900,123,2022-09-22,133,2023-02-02,Twijnstraat,46,,
utrecht,huis,425000,5821.9,73,D,3581RN,Tulpstraat 58,1900,123,2022-11-24,21,2022-12-15,Tulpstraat,58,,
utrecht,appartement,269500,4812.5,56,B,3526JA,Livingstonelaan 406,1965,58,2022-11-12,17,2022-11-29,Livingstonelaan,406,,
utrecht,appartement,425000,4473.7,95,F,3515AT,Antonius Matthaeuslaan 44,1930,93,2022-05-17,15,2022-06-01,Antonius Matthaeuslaan,44,,
utrecht,appartement,275000,4044.1,68,C,3564KA,Miamidreef 33,1985,38,2023-02-14,25,2023-03-11,Miamidreef,33,,
utrecht,appartement,495000,5103.1,97,>A+,3541GS,Guldenplantsoen 48,2022,1,2022-07-04,99,2022-10-11,Guldenplantsoen,48,,
utrecht,huis,425000,3632.5,117,D,3564JR,Pekingdreef 72,1969,54,2022-09-05,28,2022-10-03,Pekingdreef,72,,
utrecht,appartement,335000,6700.0,50,D,3572AM,Biltstraat 103,1958,65,2022-07-12,17,2022-07-29,Biltstraat,103,,
utrecht,appartement,475000,5163.0,92,A,3522AD,Croesestraat 111 + P,2002,21,2022-05-04,15,2022-05-19,Croesestraat,111,,
utrecht,appartement,349000,6463.0,54,D,3581GR,Mulderstraat 2 B,1900,123,2022-09-07,35,2022-10-12,Mulderstraat,2,B,
utrecht,appartement,345000,4011.6,86,A,3524BJ,Fivelingo 81,1983,40,2023-02-15,13,2023-02-28,Fivelingo,81,,
utrecht,appartement,275000,5612.2,49,A,3543BH,Edmond Audranstraat 93,2011,12,2022-09-16,47,2022-11-02,Edmond Audranstraat,93,,
utrecht,huis,575000,4423.1,130,>A+,3543CH,Harry Banninkstraat 66,2004,19,2022-08-16,16,2022-09-01,Harry Banninkstraat,66,,
utrecht,huis,500000,4672.9,107,na,3573BH,Steve Bikostraat 312,1991,32,2022-02-21,9,2022-03-02,Steve Bikostraat,312,,
utrecht,huis,595000,4917.4,121,D,3532GL,Hasebroekstraat 8,1936,87,2022-05-06,13,2022-05-19,Hasebroekstraat,8,,
utrecht,appartement,350000,5147.1,68,D,3551BE,Acaciastraat 25 bis A,1930,93,2023-04-12,22,2023-05-04,Acaciastraat,25,BSA,
utrecht,huis,399000,4337.0,92,E,3526TW,Stanleylaan 324,1960,63,2022-09-26,53,2022-11-18,Stanleylaan,324,,
utrecht,appartement,450000,4368.9,103,A,3544BS,Korianderstraat 136,2002,21,2022-04-12,18,2022-04-30,Korianderstraat,136,,
utrecht,huis,719000,6252.2,115,B,3571GC,Prof. Wentlaan 24,1931,92,2022-06-28,15,2022-07-13,Prof. Wentlaan,24,,
utrecht,appartement,348000,4640.0,75,G,3551AW,Azaleastraat 1 bis,1938,85,2022-05-17,8,2022-05-25,Azaleastraat,1,BS,
utrecht,appartement,325000,6500.0,50,B,3514BH,Gruttersdijk 28,2011,12,2022-08-31,34,2022-10-04,Gruttersdijk,28,,
utrecht,appartement,549000,5228.6,105,C,3572XR,Van Brakelstraat 26 bis,1925,98,2022-09-03,18,2022-09-21,Van Brakelstraat,26,BS,
utrecht,appartement,395000,5000.0,79,G,3522RB,Volkerakstraat 19 BS,1937,86,2023-01-19,25,2023-02-13,Volkerakstraat,19,BS,
utrecht,appartement,550000,6321.8,87,C,3514GW,Van Leeuwenhoeckstraat 6,1913,110,2022-12-08,14,2022-12-22,Van Leeuwenhoeckstraat,6,,
utrecht,huis,529000,5290.0,100,C,3553HC,Sweder van Zuylenweg 71,1925,98,2022-05-20,44,2022-07-03,Sweder van Zuylenweg,71,,
utrecht,appartement,375000,4746.8,79,E,3532XD,Vosmaerstraat 32,1906,117,2022-12-09,23,2023-01-01,Vosmaerstraat,32,,
utrecht,huis,600000,4026.8,149,A,3563VV,Londrinadreef 50,2017,6,2022-10-10,37,2022-11-16,Londrinadreef,50,,
utrecht,appartement,410000,4881.0,84,B,3527WK,Olof Palmelaan 82,1988,35,2022-09-02,33,2022-10-05,Olof Palmelaan,82,,
utrecht,appartement,275000,5729.2,48,na,3571HP,Rauwenhofflaan 198,1960,63,2022-11-03,22,2022-11-25,Rauwenhofflaan,198,,
utrecht,huis,450000,5113.6,88,C,3555VK,F. Koolhovenstraat 54,1937,86,2022-07-01,18,2022-07-19,F. Koolhovenstraat,54,,
utrecht,huis,425000,4336.7,98,D,3555VM,C. van Maasdijkstraat 25,1936,87,2023-03-14,21,2023-04-04,C. van Maasdijkstraat,25,,
utrecht,appartement,419000,5303.8,79,C,3582SN,Lepelaarstraat 8 bis,1931,92,2022-09-19,21,2022-10-10,Lepelaarstraat,8,BS,
utrecht,huis,575000,5324.1,108,B,3533SK,Averkamplaan 17,1954,69,2022-09-07,7,2022-09-14,Averkamplaan,17,,
utrecht,appartement,285000,6333.3,45,B,3553SG,St.-Winfridusstraat 54,1931,92,2022-07-03,17,2022-07-20,St.-Winfridusstraat,54,,
utrecht,huis,475000,5523.3,86,C,3531RE,Lombokstraat 40,1918,105,2022-06-24,18,2022-07-12,Lombokstraat,40,,
utrecht,huis,375000,3947.4,95,E,3526BL,Rooseveltlaan 820,1963,60,2022-03-16,19,2022-04-04,Rooseveltlaan,820,,
utrecht,appartement,550000,5500.0,100,na,3514CJ,Adelaarstraat 96 bis,1903,120,2022-12-14,79,2023-03-03,Adelaarstraat,96,BS,
utrecht,huis,400000,4210.5,95,C,3572SG,Bekkerstraat 127,1895,128,2022-11-30,19,2022-12-19,Bekkerstraat,127,,
utrecht,appartement,625000,6250.0,100,F,3514TB,Lijsterstraat 63,1904,119,2022-04-04,18,2022-04-22,Lijsterstraat,63,,
utrecht,huis,750000,4237.3,177,A,3544KD,Renoirhof 1,2008,15,2023-03-08,18,2023-03-26,Renoirhof,1,,
utrecht,appartement,325000,5909.1,55,B,3555WB,Ter Laanstraat 11,2008,15,2022-08-16,22,2022-09-07,Ter Laanstraat,11,,
utrecht,appartement,299000,4271.4,70,D,3554HG,Prinses Irenelaan 108,1962,61,2022-05-24,106,2022-09-07,Prinses Irenelaan,108,,
utrecht,appartement,575000,5373.8,107,na,3511HV,Hartingstraat 201,1992,31,2022-12-05,65,2023-02-08,Hartingstraat,201,,
utrecht,appartement,345000,4367.1,79,E,3553CB,Linnaeusstraat 21 bs,1931,92,2022-12-24,79,2023-03-13,Linnaeusstraat,21,bs,
utrecht,appartement,360000,4390.2,82,D,3554AV,Van Hoornekade 183,1930,93,2022-06-29,19,2022-07-18,Van Hoornekade,183,,
utrecht,appartement,250000,4386.0,57,B,3562AP,Dommeringdreef 159,1967,56,2022-06-22,34,2022-07-26,Dommeringdreef,159,,
utrecht,appartement,247500,6187.5,40,F,3551BS,De Savornin Lohmanstraat 15 B,1930,93,2022-09-17,13,2022-09-30,De Savornin Lohmanstraat,15,B,
utrecht,appartement,275000,6111.1,45,A,3532VJ,Bilderdijkstraat 68 b,1906,117,2022-07-22,20,2022-08-11,Bilderdijkstraat,68,b,
utrecht,appartement,400000,4444.4,90,E,3531GA,Daendelsstraat 11 bis,1921,102,2023-01-18,28,2023-02-15,Daendelsstraat,11,BS,
utrecht,huis,400000,6451.6,62,C,3515EL,Draaiweg 133,1904,119,2022-04-29,20,2022-05-19,Draaiweg,133,,
utrecht,huis,550000,4741.4,116,A,3531WJ,Sapoerahof 3,2001,22,2022-06-17,18,2022-07-05,Sapoerahof,3,,
utrecht,huis,569000,5690.0,100,F,3581WE,Bloemstraat 6,1906,117,2022-09-19,19,2022-10-08,Bloemstraat,6,,
utrecht,appartement,400000,4123.7,97,E,3572NX,Karel Doormanlaan 206,1958,65,2023-01-25,15,2023-02-09,Karel Doormanlaan,206,,
utrecht,huis,449000,3938.6,114,B,3552GC,Tomaatstraat 44,1977,46,2022-06-16,22,2022-07-08,Tomaatstraat,44,,
utrecht,appartement,375000,3826.5,98,D,3572NL,Karel Doormanlaan 102,1955,68,2023-01-06,70,2023-03-17,Karel Doormanlaan,102,,
utrecht,appartement,330000,4647.9,71,B,3552XH,Miltenburgstraat 31,1975,48,2023-02-24,22,2023-03-18,Miltenburgstraat,31,,
utrecht,huis,600000,3592.8,167,>A+,3544KD,Renoirhof 25,2008,15,2022-10-14,102,2023-01-24,Renoirhof,25,,
utrecht,huis,825000,5357.1,154,A,3541RK,Komijnweg 18,2017,6,2022-10-10,17,2022-10-27,Komijnweg,18,,
utrecht,appartement,528000,5500.0,96,D,3511EH,Stationsstraat 86,1976,47,2022-10-05,12,2022-10-17,Stationsstraat,86,,
utrecht,huis,495000,3778.6,131,A,3544PT,Woudsenderraklaan 61,2001,22,2022-06-18,65,2022-08-22,Woudsenderraklaan,61,,
utrecht,appartement,209500,7224.1,29,A,3526WP,Europaplein 780,2008,15,2022-11-09,27,2022-12-06,Europaplein,780,,
utrecht,appartement,250000,6097.6,41,C,3527SE,Spaaklaan 129,1959,64,2023-01-19,61,2023-03-21,Spaaklaan,129,,
utrecht,appartement,500000,4902.0,102,A,3522DA,Pieter Bernagiestraat 11,2000,23,2022-06-13,17,2022-06-30,Pieter Bernagiestraat,11,,
utrecht,huis,385000,6637.9,58,D,3514BE,Kraanstraat 16,1904,119,2023-01-25,55,2023-03-21,Kraanstraat,16,,
utrecht,appartement,350000,4666.7,75,>A+,3543HR,Walter Kollolaan 181,2003,20,2022-08-23,13,2022-09-05,Walter Kollolaan,181,,
utrecht,appartement,450000,5294.1,85,D,3531GT,Abel Tasmanstraat 43,1921,102,2023-03-17,19,2023-04-05,Abel Tasmanstraat,43,,
utrecht,huis,395000,4759.0,83,G,3531EC,Medanstraat 5,1936,87,2023-02-09,32,2023-03-13,Medanstraat,5,,
utrecht,huis,550000,4867.3,113,D,3531TA,Padangstraat 17,1904,119,2022-04-09,11,2022-04-20,Padangstraat,17,,
utrecht,huis,800000,5000.0,160,A,3544MN,Parkzichtlaan 378,2010,13,2023-03-01,20,2023-03-21,Parkzichtlaan,378,,
utrecht,appartement,300000,4918.0,61,C,3583RC,Stadionlaan 61,1958,65,2022-07-20,60,2022-09-18,Stadionlaan,61,,
utrecht,appartement,299000,5641.5,53,A,3521GC,Vondellaan 35 a,1920,103,2023-03-24,13,2023-04-06,Vondellaan,35,a,
utrecht,appartement,425000,5379.7,79,B,3511MB,Arthur van Schendelstraat 123,1994,29,2023-03-29,9,2023-04-07,Arthur van Schendelstraat,123,,
utrecht,appartement,595000,6071.4,98,E,3521XZ,Raadwijk 5,1935,88,2022-05-27,26,2022-06-22,Raadwijk,5,,
utrecht,huis,515000,4858.5,106,D,3523VC,Van Lippe Biesterfeldstraat 38,1938,85,2022-08-15,11,2022-08-26,Van Lippe Biesterfeldstraat,38,,
utrecht,huis,510000,4112.9,124,A,3544DC,Monarchvlinderlaan 162,2002,21,2022-05-12,11,2022-05-23,Monarchvlinderlaan,162,,
utrecht,appartement,542000,5018.5,108,C,3522HK,Jutfaseweg 123,1906,117,2023-01-19,37,2023-02-25,Jutfaseweg,123,,
utrecht,huis,798000,5250.0,152,B,3571CL,Prof. Ritzema Boslaan 5,1931,92,2023-01-20,21,2023-02-10,Prof. Ritzema Boslaan,5,,
utrecht,huis,560000,5283.0,106,A,3525BS,Vlechtdraadhof 20,2014,9,2023-02-17,32,2023-03-21,Vlechtdraadhof,20,,
utrecht,huis,575000,5693.1,101,D,3533SN,Urlusstraat 6,1954,69,2022-06-17,82,2022-09-07,Urlusstraat,6,,
utrecht,appartement,375000,4464.3,84,>A+,3526XL,Van Spanjelaan 57,2002,21,2022-05-11,27,2022-06-07,Van Spanjelaan,57,,
utrecht,huis,1175000,4937.0,238,A,3545CX,Eendenkroosvliet 1,2021,2,2023-01-26,21,2023-02-16,Eendenkroosvliet,1,,
utrecht,appartement,275000,5612.2,49,A,3543BH,Edmond Audranstraat 113,2011,12,2022-06-14,17,2022-07-01,Edmond Audranstraat,113,,
utrecht,huis,515000,3901.5,132,A,3544DC,Monarchvlinderlaan 162,2002,21,2023-02-21,22,2023-03-15,Monarchvlinderlaan,162,,
utrecht,huis,425000,3663.8,116,B,3524LM,Amerongseberg 41,1991,32,2022-06-30,5,2022-07-05,Amerongseberg,41,,
utrecht,appartement,295000,5175.4,57,D,3571PB,Hijmans van den Berghlaan 26,1966,57,2022-04-04,24,2022-04-28,Hijmans van den Berghlaan,26,,
utrecht,appartement,750000,6355.9,118,G,3511LA,Willemsplantsoen 4 B,1913,110,2022-05-23,30,2022-06-22,Willemsplantsoen,4,B,
utrecht,huis,500000,3731.3,134,A,3544VP,Tweede Westerparklaan 125,2002,21,2022-09-28,26,2022-10-24,Tweede Westerparklaan,125,,
utrecht,appartement,349000,4653.3,75,na,3533JH,Ravellaan 55,1960,63,2022-11-15,0,2022-11-15,Ravellaan,55,,
utrecht,huis,375000,4573.2,82,E,3553BJ,Balderikstraat 58,1926,97,2022-06-03,33,2022-07-06,Balderikstraat,58,,
utrecht,huis,1085000,6497.0,167,A,3541SB,Derde Oosterparklaan 32,2016,7,2022-11-14,37,2022-12-21,Derde Oosterparklaan,32,,
utrecht,appartement,375000,4261.4,88,F,3523BE,Toermalijnlaan 11,1960,63,2022-07-15,28,2022-08-12,Toermalijnlaan,11,,
utrecht,huis,1495000,5932.5,252,F,3582HA,Breitnerlaan 9,1959,64,2022-06-16,77,2022-09-01,Breitnerlaan,9,,
utrecht,huis,459000,5666.7,81,D,3525BH,Verlengde Hoogravenseweg 60,1931,92,2022-05-04,20,2022-05-24,Verlengde Hoogravenseweg,60,,
utrecht,huis,650000,5038.8,129,B,3555JT,J.M. de Muinck Keizerlaan 7,1936,87,2022-09-01,19,2022-09-20,J.M. de Muinck Keizerlaan,7,,
utrecht,huis,600000,4347.8,138,A,3555XT,Queeckhovenhof 4,2017,6,2023-01-25,21,2023-02-15,Queeckhovenhof,4,,
utrecht,huis,400000,3809.5,105,F,3554VR,Rochus Meeuwiszstraat 15,1939,84,2022-08-23,15,2022-09-07,Rochus Meeuwiszstraat,15,,
utrecht,huis,685000,4928.1,139,A,3515CX,Talmalaan 151,2011,12,2023-02-13,31,2023-03-16,Talmalaan,151,,
utrecht,appartement,285000,4830.5,59,B,3524WN,Jungfrau 136,1985,38,2022-07-08,49,2022-08-26,Jungfrau,136,,
utrecht,huis,550000,4824.6,114,C,3525VG,Julianaweg 12 A,1936,87,2022-11-27,65,2023-01-31,Julianaweg,12,A,
utrecht,appartement,450000,4891.3,92,C,3521BP,Croeselaan 231 Bis,1938,85,2022-09-26,46,2022-11-11,Croeselaan,231,BS,
utrecht,huis,525000,4449.2,118,A,3555XX,Beekoeverhof 7,2017,6,2022-12-07,16,2022-12-23,Beekoeverhof,7,,
utrecht,huis,469000,5269.7,89,C,3522HX,Mijdrechtstraat 54,1935,88,2022-11-30,4,2022-12-04,Mijdrechtstraat,54,,
utrecht,appartement,375000,4166.7,90,D,3522XM,Merwedestraat 10 A bis,1935,88,2022-09-07,19,2022-09-26,Merwedestraat,10,ABS,
utrecht,appartement,295000,6276.6,47,E,3552EE,Ondiep 139,1932,91,2023-03-17,25,2023-04-11,Ondiep,139,,
utrecht,appartement,325000,3095.2,105,C,3526SW,Aziëlaan 684,1969,54,2022-07-29,18,2022-08-16,Aziëlaan,684,,
utrecht,huis,525000,5000.0,105,C,3525BK,Verlengde Hoogravenseweg 130,1937,86,2022-06-22,20,2022-07-12,Verlengde Hoogravenseweg,130,,
utrecht,appartement,550000,4910.7,112,A,3521AV,Groenmarktstraat 44,2007,16,2023-01-28,10,2023-02-07,Groenmarktstraat,44,,
utrecht,huis,465000,5166.7,90,D,3553HH,Sweder van Zuylenweg 78,1926,97,2022-06-21,42,2022-08-02,Sweder van Zuylenweg,78,,
utrecht,huis,499000,5670.5,88,D,3513CB,Herenweg 29,1910,113,2022-05-12,15,2022-05-27,Herenweg,29,,
utrecht,huis,650000,5508.5,118,A,3523TG,Hoogravenseweg 27,1931,92,2022-05-31,16,2022-06-16,Hoogravenseweg,27,,
utrecht,appartement,300000,4285.7,70,A,3544AK,Eerste Oosterparklaan 82 c,2005,18,2022-07-14,32,2022-08-15,Eerste Oosterparklaan,82,c,
utrecht,appartement,365000,4802.6,76,A,3552HK,Marnixlaan 262 A,2011,12,2023-01-18,14,2023-02-01,Marnixlaan,262,A,
utrecht,huis,400000,3921.6,102,D,3525AH,'t Goylaan 62,1931,92,2022-11-23,15,2022-12-08,'t Goylaan,62,,
utrecht,appartement,325000,4924.2,66,na,3523HV,Ridderplantsoen 7 I,1955,68,2023-01-27,12,2023-02-08,Ridderplantsoen,7,1,
utrecht,appartement,419500,6261.2,67,>A+,3527MD,Hebe Kohlbruggeweg 31,2022,1,2022-09-22,22,2022-10-14,Hebe Kohlbruggeweg,31,,
utrecht,huis,625000,4921.3,127,C,3583RV,Vossegatselaan 62,1904,119,2022-02-03,32,2022-03-07,Vossegatselaan,62,,
utrecht,appartement,300000,5769.2,52,E,3531SJ,Johannes Camphuysstraat 44,1904,119,2022-05-12,21,2022-06-02,Johannes Camphuysstraat,44,,
utrecht,huis,525000,4449.2,118,A,3524SP,Zwarte Woud 83,2000,23,2023-02-27,11,2023-03-10,Zwarte Woud,83,,
utrecht,appartement,495000,6187.5,80,>A+,3541CN,Berlijnplein 508,2018,5,2022-11-26,41,2023-01-06,Berlijnplein,508,,
utrecht,appartement,475000,5523.3,86,C,3582BC,Abstederdijk 77 BIS,1915,108,2023-04-04,17,2023-04-21,Abstederdijk,77,BS,
utrecht,appartement,375000,6048.4,62,B,3522AE,Croesestraat 26,1904,119,2022-10-21,19,2022-11-09,Croesestraat,26,,
utrecht,appartement,360000,4500.0,80,A,3552HK,Marnixlaan 238 D,2011,12,2022-09-25,12,2022-10-07,Marnixlaan,238,D,
utrecht,appartement,285000,7916.7,36,B,3572GL,Zandhofsestraat 154,1906,117,2023-03-09,42,2023-04-20,Zandhofsestraat,154,,
utrecht,huis,499000,6565.8,76,na,3522AG,Croesestraat 50,1910,113,2022-08-30,45,2022-10-14,Croesestraat,50,,
utrecht,huis,525000,3917.9,134,A,3555WB,Ter Laanstraat 7,2006,17,2022-08-26,18,2022-09-13,Ter Laanstraat,7,,
utrecht,appartement,295000,5000.0,59,C,3524WL,Jungfrau 82,1985,38,2022-10-04,20,2022-10-24,Jungfrau,82,,
utrecht,appartement,499000,5365.6,93,A,3573SJ,Oldenburgerstraat 201,2017,6,2022-11-12,19,2022-12-01,Oldenburgerstraat,201,,
utrecht,appartement,335000,4085.4,82,C,3527XJ,Van Bijnkershoeklaan 367,1961,62,2022-09-19,15,2022-10-04,Van Bijnkershoeklaan,367,,
utrecht,huis,419000,4410.5,95,na,3526HJ,Livingstonelaan 479,1964,59,2022-05-03,153,2022-10-03,Livingstonelaan,479,,
utrecht,huis,250000,7142.9,35,G,3512VJ,Lange Lauwerstraat 4,1920,103,2022-12-06,9,2022-12-15,Lange Lauwerstraat,4,,
utrecht,appartement,275000,4583.3,60,C,3524DL,Apennijnen 39,1979,44,2023-01-31,22,2023-02-22,Apennijnen,39,,
utrecht,huis,450000,4736.8,95,E,3553TN,Nicolaas Sopingiusstraat 72,1931,92,2022-05-25,17,2022-06-11,Nicolaas Sopingiusstraat,72,,
utrecht,huis,898000,6855.0,131,E,3544AA,Zandweg 28,1933,90,2022-09-29,0,2022-09-29,Zandweg,28,,
utrecht,huis,695000,5148.1,135,C,3531TJ,Billitonkade 50,1904,119,2022-10-26,21,2022-11-16,Billitonkade,50,,
utrecht,huis,500000,4545.5,110,A,3543BZ,Emile Hullebroeckstraat 17 G,2011,12,2022-06-14,17,2022-07-01,Emile Hullebroeckstraat,17,G,
utrecht,huis,285000,4830.5,59,E,3555VB,Westinghousestraat 65,1915,108,2023-01-18,29,2023-02-16,Westinghousestraat,65,,
utrecht,huis,385000,3928.6,98,C,3563SR,Portoricodreef 12,1970,53,2022-07-15,180,2023-01-11,Portoricodreef,12,,
utrecht,appartement,390000,7800.0,50,D,3512JB,Domstraat 56,1911,112,2023-03-19,15,2023-04-03,Domstraat,56,,
utrecht,appartement,375000,4464.3,84,A,3544CV,Melissekade 188,2001,22,2022-05-19,15,2022-06-03,Melissekade,188,,
utrecht,appartement,1995000,8243.8,242,na,3582AC,Tolsteegsingel 2-15 BNR 3.4,2021,2,2022-05-16,53,2022-07-08,Tolsteegsingel,2,15,
utrecht,huis,545000,4541.7,120,A,3543EL,Nat'King'Colestraat 38,2014,9,2022-05-06,14,2022-05-20,Nat'King'Colestraat,38,,
utrecht,huis,500000,4504.5,111,>A+,3544NR,Salvador Dalístraat 57,2006,17,2022-07-04,63,2022-09-05,Salvador Dalístraat,57,,
utrecht,huis,639000,4630.4,138,A,3522HG,Jutfaseweg 82,1926,97,2022-05-12,21,2022-06-02,Jutfaseweg,82,,
utrecht,huis,385000,3007.8,128,D,3564EH,Nigerdreef 26,1969,54,2022-03-09,37,2022-04-15,Nigerdreef,26,,
utrecht,appartement,575000,6845.2,84,A,3513GA,David van Mollemstraat 35,2019,4,2023-04-18,15,2023-05-03,David van Mollemstraat,35,,
utrecht,huis,525000,4861.1,108,C,3522ES,Berkelstraat 94,1931,92,2022-05-18,83,2022-08-09,Berkelstraat,94,,
utrecht,appartement,339000,3852.3,88,C,3526JK,Livingstonelaan 822,1964,59,2022-09-22,127,2023-01-27,Livingstonelaan,822,,
utrecht,appartement,335000,5583.3,60,C,3523AD,Tolsteegplantsoen 13 1,1957,66,2022-12-14,14,2022-12-28,Tolsteegplantsoen,13,1,
utrecht,appartement,375000,5434.8,69,D,3532EH,Heijermansstraat 18,1942,81,2022-09-27,18,2022-10-15,Heijermansstraat,18,,
utrecht,appartement,285000,6063.8,47,C,3554GE,Prinses Margrietstraat 40,1945,78,2023-02-08,23,2023-03-03,Prinses Margrietstraat,40,,
utrecht,huis,545000,5240.4,104,G,3511RH,Willemstraat 25,1913,110,2022-10-01,52,2022-11-22,Willemstraat,25,,
utrecht,appartement,375000,4629.6,81,D,3553AB,Burgemeester van Tuyllkade 37 bis,1926,97,2022-07-08,18,2022-07-26,Burgemeester van Tuyllkade,37,BS,
utrecht,appartement,345000,4600.0,75,D,3533JN,Ravellaan 38,1960,63,2022-04-22,26,2022-05-18,Ravellaan,38,,
