city,house_type,price,price_m2,living_area,energy_label,zip,address,year_built,house_age,date_list,term_days,date_sold,street,number,suffix,extra
den-haag,appartement,285000,3653.8,78,E,2587VE,Zwolsestraat 327,1932,91,2022-08-27,25,2022-09-21,Zwolsestraat,327,,
den-haag,huis,540000,3439.5,157,C,2563XG,Govert Bidloostraat 32 34,1906,117,2022-07-10,114,2022-11-01,Govert Bidloostraat,32,34,
den-haag,huis,1250000,5434.8,230,C,2582RJ,Ten Hovestraat 35,1916,107,2022-11-23,134,2023-04-06,Ten Hovestraat,35,,
den-haag,appartement,350000,4487.2,78,C,2565VB,Wingerdstraat 67,1927,96,2023-03-29,13,2023-04-11,Wingerdstraat,67,,
den-haag,appartement,235000,3357.1,70,D,2564KP,Mient 78,1926,97,2022-08-04,12,2022-08-16,Mient,78,,
den-haag,huis,900000,4761.9,189,D,2582VL,Van Beverningkstraat 158,1914,109,2022-11-23,140,2023-04-12,Van Beverningkstraat,158,,
den-haag,appartement,345000,3876.4,89,A,2541GG,Melis Stokelaan 2034,2009,14,2023-01-20,36,2023-02-25,Melis Stokelaan,2034,,
den-haag,huis,935000,5223.5,179,C,2595SB,Van Imhoffstraat 23,1918,105,2022-05-19,4,2022-05-23,Van Imhoffstraat,23,,
den-haag,huis,925000,4743.6,195,A,2553TW,Jean Monnetpad 16,1998,25,2022-09-07,46,2022-10-23,Jean Monnetpad,16,,
den-haag,huis,450000,3461.5,130,A,2497VM,De Vroomedijk 160,2001,22,2022-04-22,25,2022-05-17,De Vroomedijk,160,,
den-haag,huis,500000,3816.8,131,A,2496HW,Gruttosingel 18,1999,24,2022-09-15,22,2022-10-07,Gruttosingel,18,,
den-haag,huis,1525000,6250.0,244,E,2597JE,Waalsdorperweg 114,1933,90,2022-09-21,20,2022-10-11,Waalsdorperweg,114,,
den-haag,huis,595000,4507.6,132,A,2547EX,Escamplaan 922,2017,6,2023-01-28,20,2023-02-17,Escamplaan,922,,
den-haag,appartement,250000,3164.6,79,B,2547CV,Monnickendamplein 32,1938,85,2022-10-21,18,2022-11-08,Monnickendamplein,32,,
den-haag,appartement,219500,3429.7,64,C,2516JT,Noordpolderkade 444,1929,94,2022-11-09,23,2022-12-02,Noordpolderkade,444,,
den-haag,huis,735000,4622.6,159,A,2553DN,George Seferislaan 16,2019,4,2022-10-01,58,2022-11-28,George Seferislaan,16,,
den-haag,appartement,535000,5350.0,100,C,2565CP,Goudsbloemlaan 61,1922,101,2023-01-28,53,2023-03-22,Goudsbloemlaan,61,,
den-haag,appartement,239500,3522.1,68,D,2553BK,Pisuissestraat 333,1972,51,2022-05-12,20,2022-06-01,Pisuissestraat,333,,
den-haag,appartement,240000,4615.4,52,G,2585BZ,Burgemeester Patijnlaan 522,1975,48,2022-11-03,12,2022-11-15,Burgemeester Patijnlaan,522,,
den-haag,appartement,269500,4022.4,67,F,2565TA,Anjelierstraat 44,1924,99,2022-05-27,14,2022-06-10,Anjelierstraat,44,,
den-haag,appartement,335000,3806.8,88,A,2572AT,Cilliersstraat 16,1991,32,2022-03-17,60,2022-05-16,Cilliersstraat,16,,
den-haag,huis,445000,3869.6,115,A,2532SZ,Grovestinsstraat 56,2015,8,2022-09-30,124,2023-02-01,Grovestinsstraat,56,,
den-haag,huis,469000,3423.4,137,B,2497CM,Wrightlaan 58,1998,25,2022-06-23,28,2022-07-21,Wrightlaan,58,,
den-haag,appartement,349000,5132.4,68,C,2518HT,Prins Hendrikstraat 56 B,1980,43,2023-02-24,34,2023-03-30,Prins Hendrikstraat,56,B,
den-haag,appartement,290000,5370.4,54,A,2518BW,Piet Heinplein 91,1980,43,2022-07-06,56,2022-08-31,Piet Heinplein,91,,
den-haag,appartement,400000,2312.1,173,D,2564KR,Mient 112,1926,97,2022-06-23,50,2022-08-12,Mient,112,,
den-haag,appartement,315000,3181.8,99,D,2547CT,Monnickendamplein 2,1938,85,2023-03-14,29,2023-04-12,Monnickendamplein,2,,
den-haag,appartement,750000,6097.6,123,C,2561AP,Columbusstraat 60,1895,128,2022-10-04,17,2022-10-21,Columbusstraat,60,,
den-haag,appartement,495000,4759.6,104,D,2565TJ,Irisstraat 157,1922,101,2022-07-06,22,2022-07-28,Irisstraat,157,,
den-haag,appartement,375000,4166.7,90,B,2571DB,Van Geenstraat 58,1999,24,2022-07-28,34,2022-08-31,Van Geenstraat,58,,
den-haag,appartement,300000,3488.4,86,F,2564GP,Laan van Eik en Duinen 177,1924,99,2023-03-09,20,2023-03-29,Laan van Eik en Duinen,177,,
den-haag,appartement,650000,4577.5,142,A,2518PL,Joseph Ledelstraat 1 -4,1915,108,2022-10-29,124,2023-03-02,Joseph Ledelstraat,1,4,
den-haag,appartement,525000,4411.8,119,C,2564SE,Perenstraat 2,1932,91,2021-09-20,14,2021-10-04,Perenstraat,2,,
den-haag,appartement,649000,5453.8,119,D,2584EM,Cornelis Jolstraat 37,1906,117,2022-06-17,19,2022-07-06,Cornelis Jolstraat,37,,
den-haag,appartement,395000,3495.6,113,D,2551AT,Landréstraat 551,1965,58,2022-06-30,8,2022-07-08,Landréstraat,551,,
den-haag,appartement,595000,4311.6,138,C,2563KV,Lijsterbesstraat 199,1920,103,2022-10-21,124,2023-02-22,Lijsterbesstraat,199,,
den-haag,appartement,385000,3737.9,103,A,2493CH,Van Baaklaan 130,2007,16,2022-06-16,19,2022-07-05,Van Baaklaan,130,,
den-haag,appartement,225000,3000.0,75,G,2552RR,Schwerinkade 46,1935,88,2023-01-21,23,2023-02-13,Schwerinkade,46,,
den-haag,appartement,285000,3904.1,73,C,2573VZ,Garderenstraat 26,1932,91,2022-10-05,43,2022-11-17,Garderenstraat,26,,
den-haag,appartement,400000,4166.7,96,A,2583DS,Zeesluisweg 90 L,1998,25,2022-12-02,0,2022-12-02,Zeesluisweg,90,L,
den-haag,appartement,299500,4218.3,71,B,2571PN,Herman Costerstraat 382,1928,95,2022-02-10,9,2022-02-19,Herman Costerstraat,382,,
den-haag,appartement,285000,3562.5,80,D,2574GT,Zuiderparklaan 422,1929,94,2022-09-30,17,2022-10-17,Zuiderparklaan,422,,
den-haag,huis,574500,4385.5,131,A,2548LV,Kennemerlandsingel 99,2014,9,2022-04-13,33,2022-05-16,Kennemerlandsingel,99,,
den-haag,appartement,285000,3238.6,88,C,2522TP,Damasstraat 219,1934,89,2022-09-02,17,2022-09-19,Damasstraat,219,,
den-haag,appartement,275000,3819.4,72,C,2584BR,Jacob Pronkstraat 21,1933,90,2023-03-06,18,2023-03-24,Jacob Pronkstraat,21,,
den-haag,appartement,219000,2920.0,75,D,2516XN,Drijfriemstraat 99,1930,93,2022-04-07,76,2022-06-22,Drijfriemstraat,99,,
den-haag,appartement,275000,2864.6,96,na,2551ES,Louis Davidsstraat 617,1967,56,2021-10-23,25,2021-11-17,Louis Davidsstraat,617,,
den-haag,appartement,400000,2941.2,136,C,2551GH,Catharina van Rennesstraat 41,1972,51,2022-08-24,9,2022-09-02,Catharina van Rennesstraat,41,,
den-haag,appartement,449000,4988.9,90,F,2593ZE,Joan Maetsuyckerstraat 79,1906,117,2022-04-22,39,2022-05-31,Joan Maetsuyckerstraat,79,,
den-haag,appartement,225000,3461.5,65,C,2524EJ,Sinjeur Semeynsweg 213,1931,92,2022-01-20,19,2022-02-08,Sinjeur Semeynsweg,213,,
den-haag,huis,359000,3519.6,102,A,2548HH,Bogotástraat 33,2004,19,2023-02-09,32,2023-03-13,Bogotástraat,33,,
den-haag,appartement,325000,3823.5,85,A,2545AT,Dedemsvaartweg 626,2008,15,2022-06-27,49,2022-08-15,Dedemsvaartweg,626,,
den-haag,huis,530000,3397.4,156,A,2548HV,New Yorksingel 62,2006,17,2022-05-05,49,2022-06-23,New Yorksingel,62,,
den-haag,appartement,475000,3231.3,147,D,2561AW,Columbusstraat 250,1906,117,2022-08-31,28,2022-09-28,Columbusstraat,250,,
den-haag,appartement,800000,5633.8,142,B,2582VC,Van Beverningkstraat 93,1914,109,2023-03-25,23,2023-04-17,Van Beverningkstraat,93,,
den-haag,appartement,375500,3028.2,124,D,2592JG,Kornalijnhorst 436,1968,55,2022-05-03,29,2022-06-01,Kornalijnhorst,436,,
den-haag,appartement,250000,2777.8,90,E,2574GS,Zuiderparklaan 362,1934,89,2022-10-18,66,2022-12-23,Zuiderparklaan,362,,
den-haag,appartement,300000,3409.1,88,D,2546SP,Maarsbergenstraat 133,1951,72,2022-07-06,12,2022-07-18,Maarsbergenstraat,133,,
den-haag,appartement,350000,3763.4,93,C,2565ED,Segbroeklaan 412,1960,63,2022-07-09,58,2022-09-05,Segbroeklaan,412,,
den-haag,appartement,260000,3561.6,73,E,2552CE,Viandenstraat 102,1925,98,2021-11-25,49,2022-01-13,Viandenstraat,102,,
den-haag,appartement,160000,4848.5,33,C,2591EE,Isabellaland 1428,1962,61,2023-03-28,22,2023-04-19,Isabellaland,1428,,
den-haag,huis,650000,2731.1,238,na,2586GA,Renbaanstraat 127 129,1904,119,2022-03-19,40,2022-04-28,Renbaanstraat,127,129,
den-haag,appartement,217500,3346.2,65,E,2591EE,Isabellaland 1432,1962,61,2023-03-02,21,2023-03-23,Isabellaland,1432,,
den-haag,appartement,535000,5095.2,105,D,2562XK,Fultonstraat 90,1906,117,2022-03-11,39,2022-04-19,Fultonstraat,90,,
den-haag,appartement,200000,4347.8,46,E,2552NS,Laan van de Mensenrechten 38,1980,43,2023-02-21,42,2023-04-04,Laan van de Mensenrechten,38,,
den-haag,appartement,259000,4046.9,64,D,2522ZK,Antheunisstraat 210,1940,83,2022-03-29,24,2022-04-22,Antheunisstraat,210,,
den-haag,appartement,200000,3508.8,57,E,2574PM,Loosdrechtsestraat 30,1927,96,2022-04-22,20,2022-05-12,Loosdrechtsestraat,30,,
den-haag,appartement,350000,3333.3,105,C,2562SP,Cartesiusstraat 190,1906,117,2022-09-08,148,2023-02-03,Cartesiusstraat,190,,
den-haag,appartement,235000,3263.9,72,D,2574HM,Zuiderparklaan 62,1929,94,2022-09-07,9,2022-09-16,Zuiderparklaan,62,,
den-haag,huis,750000,5514.7,136,E,2564TC,Meloenstraat 81,1931,92,2022-05-03,44,2022-06-16,Meloenstraat,81,,
den-haag,appartement,225000,4326.9,52,na,2555KX,Mozartlaan 508,1969,54,2022-04-29,25,2022-05-24,Mozartlaan,508,,
den-haag,appartement,475000,4523.8,105,C,2582CW,Cornelis de Wittlaan 664,2000,23,2023-01-25,16,2023-02-10,Cornelis de Wittlaan,664,,
den-haag,huis,875000,5177.5,169,>A+,2496WK,Boswinde 181,2001,22,2022-09-23,39,2022-11-01,Boswinde,181,,
den-haag,appartement,395000,4937.5,80,C,2517EG,Groot Hertoginnelaan 8 F,1970,53,2022-11-15,159,2023-04-23,Groot Hertoginnelaan,8,F,
den-haag,appartement,385000,5500.0,70,A,2584TS,Roerstraat 3,1905,118,2022-10-27,22,2022-11-18,Roerstraat,3,,
den-haag,appartement,425000,4775.3,89,C,2565XG,Aucubastraat 76,1923,100,2022-07-20,76,2022-10-04,Aucubastraat,76,,
den-haag,appartement,194500,2664.4,73,F,2522LP,De Genestetlaan 76,1930,93,2022-09-27,161,2023-03-07,De Genestetlaan,76,,
den-haag,huis,625000,4223.0,148,A,2548JR,Vigelandstraat 17,2010,13,2022-09-07,72,2022-11-18,Vigelandstraat,17,,
den-haag,appartement,399000,3990.0,100,B,2492PD,Pijlstaartplein 40,2001,22,2022-10-05,16,2022-10-21,Pijlstaartplein,40,,
den-haag,appartement,350000,4268.3,82,G,2583EC,Westduinweg 73 D,1906,117,2022-03-18,21,2022-04-08,Westduinweg,73,D,
den-haag,appartement,225000,3308.8,68,B,2562AD,Beeklaan 177,1903,120,2022-11-02,19,2022-11-21,Beeklaan,177,,
den-haag,appartement,250000,3289.5,76,E,2547AB,Veenendaalkade 57,1952,71,2022-04-20,21,2022-05-11,Veenendaalkade,57,,
den-haag,appartement,310000,4026.0,77,F,2513TN,Oude Boomgaardstraat 25,1935,88,2022-11-23,17,2022-12-10,Oude Boomgaardstraat,25,,
den-haag,huis,850000,5592.1,152,A,2553AB,Duinvallei 81,2011,12,2022-09-09,38,2022-10-17,Duinvallei,81,,
den-haag,appartement,299000,3215.1,93,G,2592AJ,Vlaskamp 324,1966,57,2022-03-18,18,2022-04-05,Vlaskamp,324,,
den-haag,huis,529000,3673.6,144,A,2492MT,Regenboogforelvijver 8,2000,23,2022-05-27,62,2022-07-28,Regenboogforelvijver,8,,
den-haag,huis,1995000,5799.4,344,C,2587BB,Rijslag 25 a,1995,28,2022-11-04,34,2022-12-08,Rijslag,25,a,
den-haag,appartement,345000,2948.7,117,C,2555VE,Verdistraat 64,1941,82,2022-10-04,30,2022-11-03,Verdistraat,64,,
den-haag,appartement,275000,3985.5,69,D,2531XP,Jan van Rodestraat 57,1936,87,2022-04-14,19,2022-05-03,Jan van Rodestraat,57,,
den-haag,appartement,325000,3651.7,89,D,2565DP,Segbroeklaan 160,1956,67,2022-05-19,33,2022-06-21,Segbroeklaan,160,,
den-haag,huis,325000,4850.7,67,E,2562NV,Noorwitzstraat 33,1897,126,2023-02-01,28,2023-03-01,Noorwitzstraat,33,,
den-haag,appartement,250000,3012.0,83,na,2563XP,Hendrik van Deventerstraat 25,1924,99,2022-10-06,60,2022-12-05,Hendrik van Deventerstraat,25,,
den-haag,huis,595000,4760.0,125,na,2498EH,Rietgras 53,2008,15,2022-06-10,20,2022-06-30,Rietgras,53,,
den-haag,appartement,325000,3282.8,99,C,2565ZC,Beukstraat 52,1922,101,2022-05-11,22,2022-06-02,Beukstraat,52,,
den-haag,appartement,550000,4824.6,114,F,2513CT,1e De Riemerstraat 15 b,1900,123,2022-06-14,22,2022-07-06,1e De Riemerstraat,15,b,
den-haag,appartement,177500,2040.2,87,G,2574BB,Soestdijksekade 435,1937,86,2022-12-12,29,2023-01-10,Soestdijksekade,435,,
den-haag,appartement,325000,3494.6,93,>A+,2526JT,Hobbemastraat 200,2003,20,2022-10-17,67,2022-12-23,Hobbemastraat,200,,
den-haag,huis,399000,4113.4,97,A,2493XL,Geerpolderstraat 8,2011,12,2022-07-08,25,2022-08-02,Geerpolderstraat,8,,
den-haag,huis,499000,3304.6,151,A,2548SH,Ipenrodeplantsoen 24,1997,26,2022-06-16,28,2022-07-14,Ipenrodeplantsoen,24,,
den-haag,appartement,269000,3684.9,73,C,2551CJ,Willem Pijperstraat 65,1965,58,2022-06-30,84,2022-09-22,Willem Pijperstraat,65,,
den-haag,huis,850000,5629.1,151,B,2565BT,Klaverstraat 54,1927,96,2022-06-15,56,2022-08-10,Klaverstraat,54,,
den-haag,appartement,225000,3260.9,69,B,2515NN,Van der Duynstraat 248,1993,30,2022-08-19,17,2022-09-05,Van der Duynstraat,248,,
den-haag,appartement,249500,2132.5,117,B,2571VK,Pretoriusstraat 192,1903,120,2023-01-04,54,2023-02-27,Pretoriusstraat,192,,
den-haag,appartement,425000,5743.2,74,C,2584XL,Jacob Vermijstraat 27,1900,123,2022-09-19,83,2022-12-11,Jacob Vermijstraat,27,,
den-haag,huis,950000,4241.1,224,E,2518XM,Jacob van der Doesstraat 105,1900,123,2023-01-18,14,2023-02-01,Jacob van der Doesstraat,105,,
den-haag,appartement,445000,4635.4,96,G,2587BX,Nieuwe Parklaan 144 14,1931,92,2021-12-28,167,2022-06-13,Nieuwe Parklaan,144,14,
den-haag,huis,539000,3641.9,148,B,2497CJ,Rijswijkse Landingslaan 153,1999,24,2022-04-21,19,2022-05-10,Rijswijkse Landingslaan,153,,
den-haag,huis,575000,5180.2,111,C,2586XK,Messstraat 26,1899,124,2023-01-13,45,2023-02-27,Messstraat,26,,
den-haag,appartement,525000,3476.8,151,C,2587SJ,Harstenhoekweg 223,1931,92,2022-09-02,48,2022-10-20,Harstenhoekweg,223,,
den-haag,appartement,446500,4603.1,97,C,2562CH,Franklinstraat 50,1894,129,2021-11-01,198,2022-05-18,Franklinstraat,50,,
den-haag,appartement,495000,4669.8,106,B,2583AC,Westduinweg 122,1934,89,2022-05-04,28,2022-06-01,Westduinweg,122,,
den-haag,appartement,450000,3435.1,131,D,2564CB,Thorbeckelaan 425,1939,84,2022-10-10,23,2022-11-02,Thorbeckelaan,425,,
den-haag,appartement,345000,4928.6,70,C,2518EL,Heemskerckstraat 46,1920,103,2022-11-21,77,2023-02-06,Heemskerckstraat,46,,
den-haag,huis,299000,4901.6,61,E,2584XK,Willem Beukelszoonplein 10,1890,133,2023-04-01,27,2023-04-28,Willem Beukelszoonplein,10,,
den-haag,huis,649000,4355.7,149,A,2544NE,Abdis Johannastraat 13,2015,8,2022-09-14,77,2022-11-30,Abdis Johannastraat,13,,
den-haag,appartement,595000,6611.1,90,B,2517GC,1e Sweelinckstraat 24 a,0,2023,2022-12-09,18,2022-12-27,1e Sweelinckstraat,24,a,
den-haag,huis,589000,4147.9,142,B,2545ES,Constance Gelderblomlaan 64,1993,30,2022-10-21,19,2022-11-09,Constance Gelderblomlaan,64,,
den-haag,appartement,175000,3723.4,47,B,2531AX,Troelstrakade 893,1995,28,2023-02-25,24,2023-03-21,Troelstrakade,893,,
den-haag,appartement,345000,3709.7,93,B,2545DS,Dedemsvaartweg 1271,1996,27,2022-11-23,93,2023-02-24,Dedemsvaartweg,1271,,
den-haag,appartement,875000,5468.8,160,D,2596AG,Nassau Odijckstraat 47,1895,128,2022-05-24,13,2022-06-06,Nassau Odijckstraat,47,,
den-haag,appartement,275000,3873.2,71,F,2573VZ,Garderenstraat 48,1932,91,2022-05-19,12,2022-05-31,Garderenstraat,48,,
den-haag,appartement,285000,4191.2,68,E,2593RJ,Cornelis Houtmanstraat 60,1953,70,2022-07-05,24,2022-07-29,Cornelis Houtmanstraat,60,,
den-haag,appartement,385000,3181.8,121,B,2592HZ,Kornalijnhorst 122,1966,57,2023-02-01,98,2023-05-10,Kornalijnhorst,122,,
den-haag,appartement,235000,2554.3,92,E,2573EX,Terletstraat 8,1928,95,2022-12-11,22,2023-01-02,Terletstraat,8,,
den-haag,appartement,250000,3164.6,79,D,2573GN,Nunspeetlaan 278,1934,89,2022-12-16,82,2023-03-08,Nunspeetlaan,278,,
den-haag,appartement,235000,3263.9,72,C,2571AD,Loosduinseweg 337,1981,42,2022-10-27,19,2022-11-15,Loosduinseweg,337,,
den-haag,appartement,350000,6363.6,55,A,2517KW,Scheveningseweg 50 b,1898,125,2022-07-09,34,2022-08-12,Scheveningseweg,50,b,
den-haag,huis,650000,4482.8,145,A,2493AZ,Gerard Doggerlaan 51,2005,18,2022-07-19,17,2022-08-05,Gerard Doggerlaan,51,,
den-haag,appartement,295000,3734.2,79,E,2595CD,Juliana van Stolberglaan 173,1923,100,2023-02-16,28,2023-03-16,Juliana van Stolberglaan,173,,
den-haag,appartement,325000,4012.3,81,F,2555LS,Narcislaan 353,1945,78,2022-03-24,34,2022-04-27,Narcislaan,353,,
den-haag,appartement,225000,4687.5,48,G,2584TS,Roerstraat 29 C II,1905,118,2022-09-02,38,2022-10-10,Roerstraat,29,C2,2
den-haag,huis,315000,4200.0,75,D,2583MX,Schouwensestraat 28,1932,91,2022-07-12,49,2022-08-30,Schouwensestraat,28,,
den-haag,appartement,600000,5309.7,113,C,2581VJ,Sonoystraat 57,1916,107,2022-05-06,66,2022-07-11,Sonoystraat,57,,
den-haag,appartement,680000,5483.9,124,A,2594AC,Bezuidenhoutseweg 65 90,2011,12,2022-09-06,21,2022-09-27,Bezuidenhoutseweg,65,90,
den-haag,appartement,500000,5050.5,99,D,2563BP,Anton de Haenstraat 41,1919,104,2022-05-14,9,2022-05-23,Anton de Haenstraat,41,,
den-haag,appartement,525000,5412.4,97,C,2585BJ,Burgemeester Patijnlaan 59 G,2000,23,2022-06-23,21,2022-07-14,Burgemeester Patijnlaan,59,G,
den-haag,appartement,465000,3780.5,123,D,2597HJ,Theo Mann-Bouwmeesterlaan 58,1975,48,2022-06-07,76,2022-08-22,Theo Mann-Bouwmeesterlaan,58,,
den-haag,appartement,249000,5533.3,45,C,2586GP,Neptunusstraat 9,1916,107,2023-02-22,23,2023-03-17,Neptunusstraat,9,,
den-haag,appartement,275000,4296.9,64,C,2564GX,Laan van Eik en Duinen 170,1930,93,2022-10-28,29,2022-11-26,Laan van Eik en Duinen,170,,
den-haag,appartement,550000,3928.6,140,B,2587PH,Groningsestraat 297,1994,29,2022-10-26,22,2022-11-17,Groningsestraat,297,,
den-haag,appartement,225000,3308.8,68,C,2583HT,Bevelandsestraat 9,1926,97,2022-08-26,32,2022-09-27,Bevelandsestraat,9,,
den-haag,appartement,190000,3725.5,51,D,2544GR,Hengelolaan 1144 C,1973,50,2022-05-14,34,2022-06-17,Hengelolaan,1144,C,
den-haag,appartement,259500,3052.9,85,F,2553CT,Loosduinse Hoofdplein 249,1972,51,2022-10-07,24,2022-10-31,Loosduinse Hoofdplein,249,,
den-haag,huis,1250000,5787.0,216,A,2493WB,Wijkermeerhof 27,2011,12,2023-01-11,31,2023-02-11,Wijkermeerhof,27,,
den-haag,appartement,399000,4433.3,90,B,2593TL,Merkusstraat 41,1927,96,2022-06-29,26,2022-07-25,Merkusstraat,41,,
den-haag,huis,570000,4100.7,139,A,2493AM,Frank van Hulsentoplaan 45,2004,19,2022-09-07,33,2022-10-10,Frank van Hulsentoplaan,45,,
den-haag,appartement,600000,4724.4,127,E,2585AV,Javastraat 100 D,1880,143,2022-07-22,178,2023-01-16,Javastraat,100,D,
den-haag,huis,400000,3389.8,118,na,2496MA,Lepelaarstraat 16,2001,22,2022-03-24,34,2022-04-27,Lepelaarstraat,16,,
den-haag,appartement,425000,4473.7,95,B,2587WJ,Palaceplein 148,1996,27,2022-07-16,10,2022-07-26,Palaceplein,148,,
den-haag,appartement,200000,3636.4,55,D,2553LH,Forellendaal 192,1975,48,2022-05-19,14,2022-06-02,Forellendaal,192,,
den-haag,appartement,475000,4025.4,118,E,2596ET,Van Hoytemastraat 92,1930,93,2022-08-17,20,2022-09-06,Van Hoytemastraat,92,,
den-haag,appartement,385000,4638.6,83,C,2583AB,Westduinweg 108,1934,89,2022-07-22,91,2022-10-21,Westduinweg,108,,
den-haag,appartement,415000,5123.5,81,D,2565PM,Fuchsiastraat 77,1927,96,2022-11-11,118,2023-03-09,Fuchsiastraat,77,,
den-haag,appartement,475000,4279.3,111,C,2593VB,De Sillestraat 150,1931,92,2022-10-10,28,2022-11-07,De Sillestraat,150,,
den-haag,appartement,349000,4256.1,82,C,2563GS,Valkenboskade 8,1906,117,2023-02-15,29,2023-03-16,Valkenboskade,8,,
den-haag,huis,699500,4791.1,146,>A+,2553EL,Hertogin Maria de Rijkelaan 11,2022,1,2022-09-25,2,2022-09-27,Hertogin Maria de Rijkelaan,11,,
den-haag,appartement,275000,3928.6,70,F,2585BN,Burgemeester Patijnlaan 194,1976,47,2022-08-23,30,2022-09-22,Burgemeester Patijnlaan,194,,
den-haag,appartement,225000,3879.3,58,G,2583PC,Bruinbankstraat 41,1925,98,2022-11-25,14,2022-12-09,Bruinbankstraat,41,,
den-haag,appartement,205000,2847.2,72,na,2523GG,Jan Wapstraat 163,1930,93,2022-04-30,25,2022-05-25,Jan Wapstraat,163,,
den-haag,huis,590000,2576.4,229,D,2531EJ,Esmoreitplein 27,2005,18,2022-03-23,34,2022-04-26,Esmoreitplein,27,,
den-haag,appartement,428000,4115.4,104,C,2596BE,Benoordenhoutseweg 213,1939,84,2022-05-25,105,2022-09-07,Benoordenhoutseweg,213,,
den-haag,appartement,450000,5113.6,88,C,2555TB,Dovenetelweg 31,1954,69,2022-09-29,40,2022-11-08,Dovenetelweg,31,,
