city,house_type,price,price_m2,living_area,energy_label,zip,address,year_built,house_age,date_list,term_days,date_sold,street,number,suffix,extra
amsterdam,appartement,395000,8777.8,45,C,1053GT,Jan Pieter Heijestraat 96 2,1900,123,2022-09-24,19,2022-10-13,Jan Pieter Heijestraat,96,2,
amsterdam,appartement,300000,4411.8,68,E,1104EA,Kleiburg 529 .,2015,8,2023-01-04,26,2023-01-30,Kleiburg,529,,
amsterdam,appartement,1295000,7617.6,170,na,1015CT,Keizersgracht 86 -B,1726,297,2022-03-03,34,2022-04-06,Keizersgracht,86,B,
amsterdam,huis,585000,4534.9,129,C,1065AP,Alpert van Metzhof 1 +PP,1956,67,2022-09-03,11,2022-09-14,Alpert van Metzhof,1,,
amsterdam,appartement,425000,9444.4,45,E,1059XP,Katwijkstraat 20 - III,1934,89,2022-07-28,29,2022-08-26,Katwijkstraat,20,3,
amsterdam,appartement,650000,7303.4,89,E,1078MV,Biesboschstraat 42 III,1930,93,2022-05-05,22,2022-05-27,Biesboschstraat,42,3,
amsterdam,huis,350000,5072.5,69,A,1033JT,Druivenstraat 2,1952,71,2022-10-20,132,2023-03-01,Druivenstraat,2,,
amsterdam,appartement,495000,8534.5,58,na,1013KN,Grote Bickersstraat 39 3,1884,139,2022-03-31,29,2022-04-29,Grote Bickersstraat,39,3,
amsterdam,huis,650000,5327.9,122,A,1087DE,Talbotstraat 23  + PP,2007,16,2022-09-28,71,2022-12-08,Talbotstraat,23,,
amsterdam,appartement,775000,8423.9,92,>A+,1019AG,Cruquiusweg 99 B +,2021,2,2023-03-03,32,2023-04-04,Cruquiusweg,99,B,
amsterdam,appartement,400000,3960.4,101,A,1067JG,Sam van Houtenstraat 199 D,2006,17,2022-06-27,95,2022-09-30,Sam van Houtenstraat,199,D,
amsterdam,appartement,425000,8500.0,50,C,1052KP,Eerste Hugo de Grootstraat 14 IV,1882,141,2022-05-11,20,2022-05-31,Eerste Hugo de Grootstraat,14,4,
amsterdam,appartement,950000,7723.6,123,D,1077AX,Apollolaan 197 D,1937,86,2022-12-02,32,2023-01-03,Apollolaan,197,D,
amsterdam,appartement,450000,5357.1,84,A,1087EH,Erich Salomonstraat 124,2008,15,2022-05-28,19,2022-06-16,Erich Salomonstraat,124,,
amsterdam,huis,725000,5846.8,124,>A+,1019TB,J.F. van Hengelstraat 13,1998,25,2022-02-25,20,2022-03-17,J.F. van Hengelstraat,13,,
amsterdam,appartement,375000,8522.7,44,D,1074VR,Pieter Aertszstraat 129 2,1912,111,2023-02-21,22,2023-03-15,Pieter Aertszstraat,129,2,
amsterdam,appartement,550000,6470.6,85,A,1061MB,Rinus Michelslaan 295,2020,3,2022-12-29,27,2023-01-25,Rinus Michelslaan,295,,
amsterdam,appartement,425000,7456.1,57,C,1056RK,Mercatorstraat 74 H,1926,97,2022-09-27,9,2022-10-06,Mercatorstraat,74,H,
amsterdam,huis,1420000,5966.4,238,A,1087KB,Lisdoddelaan 143,2005,18,2022-09-22,175,2023-03-16,Lisdoddelaan,143,,
amsterdam,huis,575000,4872.9,118,G,1028BL,Dorpsweg Ransdorp 93 A,1932,91,2022-05-06,25,2022-05-31,Dorpsweg Ransdorp,93,A,
amsterdam,huis,450000,5172.4,87,D,1068WC,Hegeraatstraat 46,1960,63,2022-06-11,27,2022-07-08,Hegeraatstraat,46,,
amsterdam,appartement,748000,6990.7,107,F,1012VD,Singel 59 hs,1762,261,2023-02-27,37,2023-04-05,Singel,59,H,
amsterdam,appartement,350000,6603.8,53,E,1055WN,Charlotte de Bourbonstraat 7 III,1937,86,2023-03-11,23,2023-04-03,Charlotte de Bourbonstraat,7,3,
amsterdam,appartement,525000,6818.2,77,A,1095MD,Faas Wilkesstraat 247 + PP,2020,3,2022-08-26,18,2022-09-13,Faas Wilkesstraat,247,,
amsterdam,appartement,495000,8250.0,60,D,1073VG,Tweede Jan van der Heijdenstraat 25 I,1888,135,2022-07-02,33,2022-08-04,Tweede Jan van der Heijdenstraat,25,1,
amsterdam,appartement,340000,3695.7,92,B,1034LG,Bramzeilhof 10,1976,47,2022-09-30,28,2022-10-28,Bramzeilhof,10,,
amsterdam,appartement,305000,3210.5,95,na,1107RC,Tielstraat 83,1984,39,2022-08-17,57,2022-10-13,Tielstraat,83,,
amsterdam,appartement,1185000,6620.1,179,na,1016PA,Rozenstraat 176 BV,1897,126,2022-05-03,30,2022-06-02,Rozenstraat,176,BV,
amsterdam,appartement,449000,7241.9,62,C,1078BH,Slingerbeekstraat 27 3,1924,99,2023-03-13,29,2023-04-11,Slingerbeekstraat,27,3,
amsterdam,appartement,405000,10125.0,40,D,1053TH,Schimmelstraat 40 -2,1912,111,2022-04-06,54,2022-05-30,Schimmelstraat,40,2,
amsterdam,appartement,275000,10185.2,27,D,1072CH,Saenredamstraat 36 -E,1876,147,2022-11-08,16,2022-11-24,Saenredamstraat,36,E,
amsterdam,huis,399000,4483.1,89,na,1067WG,J. Calsstraat 62,1990,33,2022-07-08,70,2022-09-16,J. Calsstraat,62,,
amsterdam,appartement,295000,7763.2,38,na,1058TV,Theophile de Bockstraat 3,1931,92,2022-09-24,19,2022-10-13,Theophile de Bockstraat,3,,
amsterdam,appartement,495000,8389.8,59,C,1091VJ,Vrolikstraat 70 II,1906,117,2022-09-01,34,2022-10-05,Vrolikstraat,70,2,
amsterdam,appartement,345000,4423.1,78,C,1064CM,Burgemeester Hogguerstraat 167,1965,58,2022-10-27,48,2022-12-14,Burgemeester Hogguerstraat,167,,
amsterdam,appartement,395000,6810.3,58,B,1095VS,Boeroestraat 46,1990,33,2022-12-10,41,2023-01-20,Boeroestraat,46,,
amsterdam,huis,550000,6626.5,83,na,1066CL,Sloterweg 1321,0,2023,2022-05-11,23,2022-06-03,Sloterweg,1321,,
amsterdam,appartement,650000,9285.7,70,F,1054LT,Zocherstraat 51 I,1920,103,2022-05-06,18,2022-05-24,Zocherstraat,51,1,
amsterdam,appartement,700000,6422.0,109,A,1014ZG,Revaleiland 53,2019,4,2022-05-21,44,2022-07-04,Revaleiland,53,,
amsterdam,huis,399000,7528.3,53,E,1023AS,Ilpendammerstraat 21,1926,97,2022-04-30,20,2022-05-20,Ilpendammerstraat,21,,
amsterdam,appartement,375000,6250.0,60,B,1095GA,Semarangstraat 23 C,1983,40,2022-12-02,26,2022-12-28,Semarangstraat,23,C,
amsterdam,appartement,550000,7971.0,69,A,1053NE,Jacob van Lennepkade 284 -A,1900,123,2022-07-05,42,2022-08-16,Jacob van Lennepkade,284,A,
amsterdam,appartement,350000,5000.0,70,C,1025JH,Bovenover 9,1970,53,2023-01-16,17,2023-02-02,Bovenover,9,,
amsterdam,appartement,985000,8073.8,122,A,1018AK,Funenpark 76,2004,19,2022-03-03,22,2022-03-25,Funenpark,76,,
amsterdam,appartement,550000,8730.2,63,C,1073CJ,Govert Flinckstraat 320 3,1882,141,2023-02-08,15,2023-02-23,Govert Flinckstraat,320,3,
amsterdam,appartement,985000,6396.1,154,A,1095MD,Faas Wilkesstraat 275,2020,3,2022-04-09,138,2022-08-25,Faas Wilkesstraat,275,,
amsterdam,appartement,575000,9127.0,63,D,1091SW,Grensstraat 41 2,1885,138,2022-08-28,29,2022-09-26,Grensstraat,41,2,
amsterdam,appartement,229000,4320.8,53,C,1103LA,Groenhoven 116,1975,48,2022-11-28,74,2023-02-10,Groenhoven,116,,
amsterdam,huis,795000,5932.8,134,na,1066DA,Gerrit van der Puijstraat 6 C,2022,1,2022-04-29,47,2022-06-15,Gerrit van der Puijstraat,6,C,
amsterdam,appartement,400000,7407.4,54,C,1059CX,Heemstedestraat 1 III,1928,95,2022-11-12,24,2022-12-06,Heemstedestraat,1,3,
amsterdam,appartement,465000,9489.8,49,B,1058AD,Baarsjesweg 269 C,2016,7,2023-02-14,62,2023-04-17,Baarsjesweg,269,C,
amsterdam,appartement,2450000,14000.0,175,A,1018TT,Plantage Muidergracht 155 D,1824,199,2023-01-31,0,2023-01-31,Plantage Muidergracht,155,D,
amsterdam,appartement,275000,9482.8,29,G,1018VT,Nieuwe Prinsengracht 60 h,1840,183,2022-06-25,17,2022-07-12,Nieuwe Prinsengracht,60,h,
amsterdam,huis,595000,4160.8,143,A,1060ST,Escudolaan 23,1998,25,2023-01-09,21,2023-01-30,Escudolaan,23,,
amsterdam,appartement,250000,5814.0,43,D,1063ZL,Lex Althoffstraat 15 -2,1953,70,2023-02-17,27,2023-03-16,Lex Althoffstraat,15,2,
amsterdam,appartement,525000,7835.8,67,D,1016XW,Marnixstraat 364 B,1905,118,2022-06-14,28,2022-07-12,Marnixstraat,364,B,
amsterdam,appartement,286011,6975.9,41,B,1033LD,Mandarijnenstraat 20 H,1952,71,2022-05-31,21,2022-06-21,Mandarijnenstraat,20,H,
amsterdam,appartement,425000,8673.5,49,D,1056KP,Geuzenkade 81 II,1934,89,2022-09-24,20,2022-10-14,Geuzenkade,81,2,
amsterdam,appartement,650000,9027.8,72,na,1058VR,Paramaribostraat 160 hs,1930,93,2022-11-23,55,2023-01-17,Paramaribostraat,160,H,
amsterdam,huis,450000,6164.4,73,A,1033DC,Scheepsbouwweg 145,2019,4,2022-05-27,20,2022-06-16,Scheepsbouwweg,145,,
amsterdam,appartement,250000,4807.7,52,C,1107VG,Slichtenhorststraat 49,1984,39,2022-05-18,27,2022-06-14,Slichtenhorststraat,49,,
amsterdam,appartement,375000,7075.5,53,D,1058AJ,Stuyvesantstraat 5 2,1927,96,2022-06-25,26,2022-07-21,Stuyvesantstraat,5,2,
amsterdam,appartement,700000,7000.0,100,E,1013WV,Hembrugstraat 19,1933,90,2022-05-10,3,2022-05-13,Hembrugstraat,19,,
amsterdam,appartement,495000,7983.9,62,D,1059VP,Woubruggestraat 27 H,1929,94,2022-06-23,14,2022-07-07,Woubruggestraat,27,H,
amsterdam,appartement,350000,6603.8,53,C,1013WB,Polanenstraat 72 a,1921,102,2022-10-07,24,2022-10-31,Polanenstraat,72,a,
amsterdam,huis,1350000,8083.8,167,D,1068MV,Hoekenes 38,1976,47,2022-02-20,40,2022-04-01,Hoekenes,38,,
amsterdam,appartement,525000,9051.7,58,C,1054ZL,Jacob van Lennepkade 153 H,1899,124,2022-08-06,40,2022-09-15,Jacob van Lennepkade,153,H,
amsterdam,huis,3350000,11713.3,286,na,1016GS,Leliegracht 35,1615,408,2022-07-18,32,2022-08-19,Leliegracht,35,,
amsterdam,huis,2250000,8720.9,258,F,1071BT,Pieter Cornelisz. Hooftstraat 141,1905,118,2021-12-17,108,2022-04-04,Pieter Cornelisz. Hooftstraat,141,,
amsterdam,appartement,475000,7539.7,63,E,1059AC,Aalsmeerweg 45 I,1928,95,2022-04-22,25,2022-05-17,Aalsmeerweg,45,1,
amsterdam,appartement,725000,7250.0,100,B,1056ER,Joos Banckersweg 23 -H,1939,84,2022-07-25,17,2022-08-11,Joos Banckersweg,23,H,
amsterdam,huis,600000,4615.4,130,A,1022KG,Eeuwige Jeugdlaan 27,2014,9,2022-06-30,27,2022-07-27,Eeuwige Jeugdlaan,27,,
amsterdam,appartement,675000,9000.0,75,B,1072JN,Lutmastraat 41 hs,1906,117,2022-11-22,104,2023-03-06,Lutmastraat,41,H,
amsterdam,appartement,465000,6940.3,67,C,1055RN,Juliana van Stolbergstraat 60 3,1934,89,2023-03-16,19,2023-04-04,Juliana van Stolbergstraat,60,3,
amsterdam,appartement,400000,8000.0,50,>A+,1018MN,Oostenburgervoorstraat 5 C,2011,12,2022-08-25,21,2022-09-15,Oostenburgervoorstraat,5,C,
amsterdam,appartement,350000,10606.1,33,A,1072XD,Daniël Stalpertstraat 101 1V,1876,147,2022-06-08,29,2022-07-07,Daniël Stalpertstraat,101,1V,V
amsterdam,huis,475000,4611.7,103,B,1066HG,Borgloonstraat 15,1993,30,2022-07-09,30,2022-08-08,Borgloonstraat,15,,
amsterdam,appartement,325000,4391.9,74,B,1021NX,Bankwerkerij 172,1986,37,2022-11-01,22,2022-11-23,Bankwerkerij,172,,
amsterdam,appartement,250000,4032.3,62,E,1069ED,Langswater 492,1960,63,2022-09-11,31,2022-10-12,Langswater,492,,
amsterdam,appartement,300000,4347.8,69,C,1065LS,Aaf Bouberstraat 28,1984,39,2022-08-20,25,2022-09-14,Aaf Bouberstraat,28,,
amsterdam,appartement,350000,8750.0,40,G,1072TG,Van Ostadestraat 152 -IIVoor,1902,121,2023-03-07,15,2023-03-22,Van Ostadestraat,152,IIVoor,
amsterdam,appartement,1050000,7608.7,138,B,1052CH,Nassaukade 19 3,0,2023,2022-11-11,40,2022-12-21,Nassaukade,19,3,
amsterdam,appartement,650000,8227.8,79,B,1051ES,Fannius Scholtenstraat 9 C,1906,117,2022-10-28,39,2022-12-06,Fannius Scholtenstraat,9,C,
amsterdam,huis,425000,7870.4,54,E,1032CK,Duindoornplein 5,1931,92,2022-06-03,139,2022-10-20,Duindoornplein,5,,
amsterdam,appartement,385000,8020.8,48,E,1057SB,Hudsonstraat 87 -3,1924,99,2022-07-22,34,2022-08-25,Hudsonstraat,87,3,
amsterdam,appartement,450000,8035.7,56,C,1057ZK,Witte de Withstraat 158 1,1925,98,2022-06-20,81,2022-09-09,Witte de Withstraat,158,1,
amsterdam,appartement,1100000,8396.9,131,D,1076LL,Amazonenstraat 50 2,1930,93,2022-05-10,14,2022-05-24,Amazonenstraat,50,2,
amsterdam,appartement,425000,6538.5,65,C,1058BB,Hoofdweg 115 C,1922,101,2022-06-27,22,2022-07-19,Hoofdweg,115,C,
amsterdam,appartement,400000,7692.3,52,D,1018TM,Plantage Muidergracht 59 -I,1864,159,2022-10-28,35,2022-12-02,Plantage Muidergracht,59,1,
amsterdam,huis,1500000,8021.4,187,na,1011RK,Nieuwe Herengracht 9,1954,69,2022-04-28,35,2022-06-02,Nieuwe Herengracht,9,,
amsterdam,appartement,1200000,8695.7,138,C,1054ES,Stadhouderskade 17 C+PP,1991,32,2022-09-06,37,2022-10-13,Stadhouderskade,17,C,
amsterdam,huis,2450000,6282.1,390,na,1074XZ,Tweede Jan van der Heijdenstraat 90,1880,143,2022-10-28,18,2022-11-15,Tweede Jan van der Heijdenstraat,90,,
amsterdam,appartement,485000,8362.1,58,A,1092VP,Cilliersstraat 6 b,1909,114,2022-11-28,24,2022-12-22,Cilliersstraat,6,b,
amsterdam,huis,325000,10833.3,30,na,1051MA,Van Bossepad 28,1960,63,2022-08-19,13,2022-09-01,Van Bossepad,28,,
amsterdam,appartement,950000,8189.7,116,B,1052XA,Rombout Hogerbeetsstraat 10 H,1914,109,2022-05-14,19,2022-06-02,Rombout Hogerbeetsstraat,10,H,
amsterdam,appartement,465000,8611.1,54,D,1052VJ,Gillis van Ledenberchstraat 46 2,1932,91,2022-10-01,41,2022-11-11,Gillis van Ledenberchstraat,46,2,
amsterdam,appartement,550000,7534.2,73,C,1018MW,Wilhelmina Blombergplein 59,1992,31,2022-08-29,17,2022-09-15,Wilhelmina Blombergplein,59,,
amsterdam,appartement,500000,6097.6,82,>A+,1019SJ,Taman Sapituin 13,1999,24,2022-03-30,12,2022-04-11,Taman Sapituin,13,,
amsterdam,appartement,350000,7446.8,47,D,1095VJ,Ternatestraat 47 2,1926,97,2022-11-28,17,2022-12-15,Ternatestraat,47,2,
amsterdam,appartement,375000,7500.0,50,C,1013RJ,Nova Zemblastraat 215,1985,38,2022-06-08,20,2022-06-28,Nova Zemblastraat,215,,
amsterdam,appartement,380000,7600.0,50,A,1078BS,Waalstraat 2 -1,1924,99,2023-03-10,27,2023-04-06,Waalstraat,2,1,
amsterdam,appartement,375000,3787.9,99,>A+,1104EA,Kleiburg 642,1972,51,2022-11-08,50,2022-12-28,Kleiburg,642,,
amsterdam,huis,825000,5769.2,143,A,1034AB,Banne Buikslootlaan 79,2015,8,2022-09-07,19,2022-09-26,Banne Buikslootlaan,79,,
amsterdam,appartement,400000,5194.8,77,B,1094EX,Celebesstraat 106 G,1986,37,2023-02-07,29,2023-03-08,Celebesstraat,106,G,
amsterdam,appartement,295000,4538.5,65,D,1025CW,Dijkwater 173,1981,42,2022-07-20,27,2022-08-16,Dijkwater,173,,
amsterdam,huis,795000,4274.2,186,A,1060TM,Balearenlaan 84,2003,20,2022-03-18,13,2022-03-31,Balearenlaan,84,,
amsterdam,appartement,575000,6927.7,83,A,1095ME,Mary van der Sluisstraat 380 + PP,2017,6,2022-10-15,11,2022-10-26,Mary van der Sluisstraat,380,,
amsterdam,appartement,500000,6250.0,80,B,1018BD,Hoogte Kadijk 13 D,1992,31,2022-05-18,23,2022-06-10,Hoogte Kadijk,13,D,
amsterdam,appartement,575000,6250.0,92,A,1095DE,Ceramplein 87,1998,25,2022-09-06,29,2022-10-05,Ceramplein,87,,
amsterdam,appartement,375000,8333.3,45,F,1018EE,Nieuwe Prinsengracht 15 -I,1956,67,2022-06-22,19,2022-07-11,Nieuwe Prinsengracht,15,1,
amsterdam,appartement,395000,9875.0,40,C,1016HM,Prinsengracht 407 C,1978,45,2022-11-04,49,2022-12-23,Prinsengracht,407,C,
amsterdam,appartement,495000,4459.5,111,A,1060PK,Vätternkade 40,1998,25,2022-07-13,33,2022-08-15,Vätternkade,40,,
amsterdam,appartement,675000,6683.2,101,A,1031JW,Mariadistelkade 19,2017,6,2022-06-17,26,2022-07-13,Mariadistelkade,19,,
amsterdam,appartement,300000,3296.7,91,C,1107AL,Wethouder De Roosplein 213,1984,39,2022-03-17,22,2022-04-08,Wethouder De Roosplein,213,,
amsterdam,appartement,360000,8780.5,41,C,1051HS,Eerste Keucheniusstraat 28 1,1912,111,2022-08-04,26,2022-08-30,Eerste Keucheniusstraat,28,1,
amsterdam,appartement,225000,8653.8,26,D,1094RX,Minahassastraat 22 -A,1981,42,2022-10-19,43,2022-12-01,Minahassastraat,22,A,
amsterdam,appartement,799000,8410.5,95,na,1098LJ,Helmholtzstraat 10 H,1930,93,2022-07-08,36,2022-08-13,Helmholtzstraat,10,H,
amsterdam,appartement,799000,8780.2,91,B,1057AM,Orteliuskade 64 H,1939,84,2022-10-01,44,2022-11-14,Orteliuskade,64,H,
amsterdam,appartement,575000,7467.5,77,na,1017TH,Fokke Simonszstraat 40 hs,1878,145,2022-07-12,55,2022-09-05,Fokke Simonszstraat,40,H,
amsterdam,appartement,375000,7500.0,50,D,1056HK,Bestevâerstraat 95 -I,1923,100,2022-08-25,28,2022-09-22,Bestevâerstraat,95,1,
amsterdam,appartement,675000,6136.4,110,C,1098JT,Archimedesweg 108 i,1929,94,2022-11-14,38,2022-12-22,Archimedesweg,108,i,
amsterdam,appartement,650000,6701.0,97,A,1076BC,Johannes Worpstraat 9 -1,1957,66,2022-06-08,29,2022-07-07,Johannes Worpstraat,9,1,
amsterdam,huis,525000,3860.3,136,B,1035JE,Narwalstraat 15,1992,31,2022-12-09,20,2022-12-29,Narwalstraat,15,,
amsterdam,appartement,750000,7732.0,97,C,1075RP,Vaartstraat 34 3,1913,110,2023-05-01,11,2023-05-12,Vaartstraat,34,3,
amsterdam,appartement,325000,7558.1,43,D,1018LR,Poolstraat 93,1983,40,2022-06-24,21,2022-07-15,Poolstraat,93,,
amsterdam,appartement,475000,5864.2,81,E,1083BP,Bouvigne 28 1,1959,64,2022-06-17,18,2022-07-05,Bouvigne,28,1,
amsterdam,appartement,325000,8783.8,37,E,1092HA,Transvaalstraat 17 I,1913,110,2022-05-26,22,2022-06-17,Transvaalstraat,17,1,
amsterdam,appartement,525000,8076.9,65,D,1091LN,Transvaalkade 92 A,1921,102,2022-05-03,28,2022-05-31,Transvaalkade,92,A,
amsterdam,appartement,1185000,8345.1,142,C,1054JJ,Gerard Brandtstraat 4 D,1895,128,2022-04-23,27,2022-05-20,Gerard Brandtstraat,4,D,
amsterdam,appartement,275000,4296.9,64,C,1108EW,Leksmondhof 195,1980,43,2022-06-30,28,2022-07-28,Leksmondhof,195,,
amsterdam,huis,1265000,6657.9,190,C,1081HB,Cannenburg 66,1967,56,2022-09-30,14,2022-10-14,Cannenburg,66,,
amsterdam,appartement,520000,8813.6,59,na,1031KB,Spadinalaan 441 + PP,0,2023,2022-09-09,27,2022-10-06,Spadinalaan,441,,
amsterdam,appartement,350000,4375.0,80,C,1068PN,Vrijburg 17,1983,40,2022-04-09,20,2022-04-29,Vrijburg,17,,
amsterdam,appartement,350000,6730.8,52,C,1079NN,President Kennedylaan 184 1,1935,88,2022-06-17,24,2022-07-11,President Kennedylaan,184,1,
amsterdam,appartement,331000,3064.8,108,na,1103LD,Groenhoven 221,1975,48,2022-09-19,56,2022-11-14,Groenhoven,221,,
amsterdam,appartement,725000,5942.6,122,A,1062EG,Loosduinenstraat 7 + PP,2010,13,2022-10-26,28,2022-11-23,Loosduinenstraat,7,,
amsterdam,appartement,475000,5654.8,84,C,1019EJ,J.M. van der Meylaan 4,1988,35,2022-08-03,21,2022-08-24,J.M. van der Meylaan,4,,
amsterdam,huis,1050000,5468.8,192,C,1025WJ,Buikslotermeerdijk 20,1987,36,2022-06-03,25,2022-06-28,Buikslotermeerdijk,20,,
amsterdam,appartement,300000,6666.7,45,C,1064CP,Burgemeester Hogguerstraat 311,1965,58,2022-11-10,28,2022-12-08,Burgemeester Hogguerstraat,311,,
amsterdam,appartement,995000,5994.0,166,A,1055LW,Admiraal De Ruijterweg 293 H,1922,101,2022-08-30,0,2022-08-30,Admiraal De Ruijterweg,293,H,
amsterdam,appartement,1500000,6976.7,215,A,1014ZC,Wiborgeiland 95,2020,3,2022-03-24,8,2022-04-01,Wiborgeiland,95,,
amsterdam,appartement,350000,5000.0,70,E,1062JR,Postjesweg 309,1961,62,2022-06-24,34,2022-07-28,Postjesweg,309,,
amsterdam,appartement,350000,5932.2,59,na,1055JA,Lucellestraat 32 III,1906,117,2023-03-08,26,2023-04-03,Lucellestraat,32,3,
amsterdam,appartement,425000,4381.4,97,>A+,1069KE,Johan Hofmanstraat 134,2008,15,2023-01-08,67,2023-03-16,Johan Hofmanstraat,134,,
amsterdam,appartement,725000,8950.6,81,A,1092XC,Retiefstraat 6 a,1922,101,2022-05-16,15,2022-05-31,Retiefstraat,6,a,
amsterdam,appartement,545000,7785.7,70,D,1082XS,Doddendaal 137,1963,60,2022-05-11,21,2022-06-01,Doddendaal,137,,
amsterdam,appartement,525000,9905.7,53,A,1094GM,Madurastraat 26 III,1902,121,2022-05-20,75,2022-08-03,Madurastraat,26,3,
amsterdam,huis,625000,5787.0,108,A,1066TA,Kortrijk 19,1994,29,2022-06-23,25,2022-07-18,Kortrijk,19,,
amsterdam,appartement,275000,6395.3,43,C,1063ZS,Freek Oxstraat 7 1,1953,70,2022-12-08,15,2022-12-23,Freek Oxstraat,7,1,
amsterdam,appartement,425000,7727.3,55,na,1094LD,Tweede Atjehstraat 49 C,1910,113,2022-05-04,23,2022-05-27,Tweede Atjehstraat,49,C,
amsterdam,huis,2475000,9339.6,265,na,1016CN,Leidsegracht 54,1683,340,2023-01-18,51,2023-03-10,Leidsegracht,54,,
amsterdam,appartement,425000,4427.1,96,na,1067JG,Sam van Houtenstraat 193 G,2006,17,2022-08-23,41,2022-10-03,Sam van Houtenstraat,193,G,
amsterdam,appartement,400000,8163.3,49,na,1015SC,Tweede Egelantiersdwarsstraat 18 C,1780,243,2022-03-17,21,2022-04-07,Tweede Egelantiersdwarsstraat,18,C,
amsterdam,appartement,425000,9042.6,47,A,1053HD,Jacob van Lennepstraat 51 -O,1882,141,2022-11-19,13,2022-12-02,Jacob van Lennepstraat,51,O,
amsterdam,appartement,250000,3846.2,65,B,1102CA,Hoogoord 23,1969,54,2022-10-24,16,2022-11-09,Hoogoord,23,,
amsterdam,appartement,1590000,7794.1,204,C,1071XK,Hobbemakade 26 2,1912,111,2022-07-07,105,2022-10-20,Hobbemakade,26,2,
amsterdam,appartement,400000,7407.4,54,G,1073HC,Lutmastraat 134 E3,1934,89,2022-12-16,94,2023-03-20,Lutmastraat,134,E3,3
amsterdam,appartement,350000,6034.5,58,B,1064PR,Tretjakovlaan 4 + PP,2000,23,2022-07-07,15,2022-07-22,Tretjakovlaan,4,,
amsterdam,appartement,295000,8194.4,36,E,1091GT,Eerste Oosterparkstraat 31 2a,1883,140,2022-07-22,24,2022-08-15,Eerste Oosterparkstraat,31,2a,a
amsterdam,appartement,500000,5000.0,100,A,1083JR,Hof van Groenen 22,1986,37,2022-03-30,21,2022-04-20,Hof van Groenen,22,,
amsterdam,appartement,400000,5633.8,71,C,1093SB,Pontanusstraat 34 C,1981,42,2022-12-16,27,2023-01-12,Pontanusstraat,34,C,
amsterdam,appartement,367000,8738.1,42,B,1051CA,Van Hogendorpstraat 197 III,1911,112,2022-09-29,14,2022-10-13,Van Hogendorpstraat,197,3,
amsterdam,appartement,300000,8571.4,35,A,1093JG,Wijttenbachstraat 64 e,1906,117,2022-12-02,3,2022-12-05,Wijttenbachstraat,64,e,
amsterdam,appartement,350000,4794.5,73,C,1102XL,Dostojevskisingel 179,1983,40,2023-03-06,24,2023-03-30,Dostojevskisingel,179,,
