city,house_type,price,price_m2,living_area,energy_label,zip,address,year_built,house_age,date_list,term_days,date_sold,street,number,suffix,extra
rotterdam,appartement,500000,3937.0,127,B,3053PJ,Berberisweg 216,1998,25,2023-03-01,23,2023-03-24,Berberisweg,216,,
rotterdam,appartement,435000,5723.7,76,na,3016BE,Van Vollenhovenstraat 3 608,2018,5,2023-03-16,20,2023-04-05,Van Vollenhovenstraat,3,608,
rotterdam,appartement,350000,4666.7,75,C,3034ZL,Schapendreef 201,1985,38,2022-06-23,55,2022-08-17,Schapendreef,201,,
rotterdam,huis,675000,3375.0,200,A,3051AB,Bergse Rechter Rottekade 5 B,2006,17,2022-09-30,52,2022-11-21,Bergse Rechter Rottekade,5,B,
rotterdam,appartement,229000,3469.7,66,G,3028HB,Brigantijnstraat 17 a,1950,73,2022-09-10,51,2022-10-31,Brigantijnstraat,17,a,
rotterdam,huis,285000,3352.9,85,B,3078WR,Sportlaan 26,1909,114,2022-12-02,26,2022-12-28,Sportlaan,26,,
rotterdam,appartement,265000,4416.7,60,D,3051ED,Baroniestraat 10 a,1928,95,2022-10-07,25,2022-11-01,Baroniestraat,10,a,
rotterdam,appartement,475000,4896.9,97,A,3071MB,J.H. van den Broekstraat 17,2000,23,2022-09-21,167,2023-03-07,J.H. van den Broekstraat,17,,
rotterdam,appartement,175000,3017.2,58,E,3081CE,Mijnsherenlaan 80 B,1940,83,2022-07-11,24,2022-08-04,Mijnsherenlaan,80,B,
rotterdam,appartement,625000,4771.0,131,B,3014CA,Henegouwerlaan 26 B,1910,113,2022-06-14,62,2022-08-15,Henegouwerlaan,26,B,
rotterdam,huis,350000,3535.4,99,A,3069JV,Jan Jacob Slauerhoffstraat 14,1984,39,2022-09-13,84,2022-12-06,Jan Jacob Slauerhoffstraat,14,,
rotterdam,appartement,247500,4267.2,58,D,3042CV,West-Sidelinge 220 b,1952,71,2022-03-19,17,2022-04-05,West-Sidelinge,220,b,
rotterdam,huis,450000,4245.3,106,A,3075RP,Leo Lashleylaan 41,2019,4,2022-09-26,28,2022-10-24,Leo Lashleylaan,41,,
rotterdam,appartement,375000,3472.2,108,E,3028ES,Professor Poelslaan 36 B,1937,86,2022-05-17,15,2022-06-01,Professor Poelslaan,36,B,
rotterdam,huis,675000,5487.8,123,F,3055TH,Grieglaan 22,1957,66,2022-08-18,43,2022-09-30,Grieglaan,22,,
rotterdam,appartement,225000,3000.0,75,D,3079XS,Ruigoord 78,1967,56,2022-11-22,27,2022-12-19,Ruigoord,78,,
rotterdam,huis,300000,3125.0,96,B,3076AR,Zenostraat 21,1961,62,2022-05-21,17,2022-06-07,Zenostraat,21,,
rotterdam,appartement,210000,3181.8,66,G,3085DZ,Schere 200,1960,63,2022-12-16,73,2023-02-27,Schere,200,,
rotterdam,huis,498000,3830.8,130,B,3066HD,A. Noordewier-Reddingiuslaan 205,1993,30,2022-04-08,22,2022-04-30,A. Noordewier-Reddingiuslaan,205,,
rotterdam,huis,327500,3060.7,107,A,3077SZ,Wijenburgsingel 14,1981,42,2022-07-12,18,2022-07-30,Wijenburgsingel,14,,
rotterdam,appartement,275000,3985.5,69,D,3037AE,Gordelweg 48 D,1936,87,2022-10-26,23,2022-11-18,Gordelweg,48,D,
rotterdam,appartement,225000,2960.5,76,F,3079KA,Brittenoord 13,1964,59,2022-06-03,72,2022-08-14,Brittenoord,13,,
rotterdam,huis,595000,5085.5,117,C,3043BP,Torenlaan 9,1936,87,2022-09-23,33,2022-10-26,Torenlaan,9,,
rotterdam,appartement,417000,4088.2,102,D,3039RB,Noorderhavenkade 3 a02,1934,89,2022-08-02,20,2022-08-22,Noorderhavenkade,3,a02,02
rotterdam,appartement,345000,4928.6,70,C,3061ST,Oosteinde 36 B,1994,29,2023-01-11,14,2023-01-25,Oosteinde,36,B,
rotterdam,huis,425000,3695.7,115,A,3043TL,Oranjestraat 27,2002,21,2022-05-28,20,2022-06-17,Oranjestraat,27,,
rotterdam,huis,339500,3464.3,98,C,3082PJ,Zuidhoek 269,1990,33,2022-06-15,33,2022-07-18,Zuidhoek,269,,
rotterdam,appartement,299500,2627.2,114,C,3073KN,Hillevliet 133 B,1924,99,2023-01-21,68,2023-03-30,Hillevliet,133,B,
rotterdam,appartement,350000,4605.3,76,C,3021NL,Hondiusstraat 36 C,1997,26,2022-10-14,13,2022-10-27,Hondiusstraat,36,C,
rotterdam,huis,775000,2748.2,282,na,3021WS,Zwaerdecroonstraat 6,1901,122,2022-05-31,14,2022-06-14,Zwaerdecroonstraat,6,,
rotterdam,appartement,249000,2567.0,97,C,3043RH,Pieter van Aschstraat 24 B,1933,90,2022-10-22,30,2022-11-21,Pieter van Aschstraat,24,B,
rotterdam,appartement,419000,5048.2,83,C,3011NH,Mariniersweg 115,1957,66,2022-07-23,19,2022-08-11,Mariniersweg,115,,
rotterdam,huis,415000,3458.3,120,C,3068CR,Rijstgras 92,1969,54,2022-10-14,31,2022-11-14,Rijstgras,92,,
rotterdam,huis,325000,3095.2,105,B,3075PH,Bloemenlaan 20,1987,36,2022-09-02,39,2022-10-11,Bloemenlaan,20,,
rotterdam,appartement,575000,6117.0,94,na,3072AP,Wilhelminakade 361,2014,9,2023-01-03,22,2023-01-25,Wilhelminakade,361,,
rotterdam,appartement,405000,5328.9,76,B,3011XG,Glashaven 9,1980,43,2022-10-24,40,2022-12-03,Glashaven,9,,
rotterdam,appartement,265000,3081.4,86,C,3087EK,Vlaskade 146,1986,37,2022-10-28,6,2022-11-03,Vlaskade,146,,
rotterdam,appartement,650000,3939.4,165,E,3037BD,Bergselaan 113 B,1913,110,2023-01-20,38,2023-02-27,Bergselaan,113,B,
rotterdam,appartement,265000,4076.9,65,B,3052SZ,Wiardapad 67,1985,38,2022-11-22,26,2022-12-18,Wiardapad,67,,
rotterdam,huis,995000,4649.5,214,A,3021WS,Zwaerdecroonstraat 8,1906,117,2023-02-13,20,2023-03-05,Zwaerdecroonstraat,8,,
rotterdam,appartement,174500,3116.1,56,G,3083KH,Lepelaarsingel 149 B,1947,76,2022-06-15,20,2022-07-05,Lepelaarsingel,149,B,
rotterdam,appartement,395000,4438.2,89,A,3082DN,Grondherenstraat 62 B,1915,108,2023-02-04,18,2023-02-22,Grondherenstraat,62,B,
rotterdam,appartement,195500,2753.5,71,A,3029CE,Baloeranstraat 59,1983,40,2022-10-18,9,2022-10-27,Baloeranstraat,59,,
rotterdam,appartement,275000,2806.1,98,C,3083XC,Eksterstraat 32 C,1948,75,2022-04-25,128,2022-08-31,Eksterstraat,32,C,
rotterdam,appartement,300000,3896.1,77,B,3031CA,Boezemsingel 145,1987,36,2022-05-24,296,2023-03-16,Boezemsingel,145,,
rotterdam,huis,600000,5217.4,115,A,3036VL,Raephorststraat 36,2016,7,2023-01-20,49,2023-03-10,Raephorststraat,36,,
rotterdam,huis,650000,5462.2,119,E,3054CR,Aleyda van Raephorstlaan 3,1953,70,2022-08-30,27,2022-09-26,Aleyda van Raephorstlaan,3,,
rotterdam,huis,375000,3866.0,97,B,3075JM,Langegeer 100,2005,18,2022-06-16,25,2022-07-11,Langegeer,100,,
rotterdam,huis,507000,4260.5,119,na,3076DC,Tuinbuurt Vrijlandt bnr 08,2022,1,2021-10-20,236,2022-06-13,Tuinbuurt Vrijlandt bnr,08,,
rotterdam,huis,295000,3041.2,97,D,3079JG,Bredenoord 88,1964,59,2022-07-01,11,2022-07-12,Bredenoord,88,,
rotterdam,huis,1100000,6321.8,174,A,3059SK,Gerrit Verrijstkade 5,2007,16,2022-11-23,130,2023-04-02,Gerrit Verrijstkade,5,,
rotterdam,appartement,375000,4032.3,93,D,3051PR,Philips Willemstraat 24 b-II,1914,109,2022-09-24,149,2023-02-20,Philips Willemstraat,24,b02,
rotterdam,huis,539000,3455.1,156,na,3065EB,Jan Palachstraat 21,1990,33,2022-05-17,153,2022-10-17,Jan Palachstraat,21,,
rotterdam,huis,435000,3246.3,134,C,3069HS,Steenbreekvaren 16,1978,45,2022-08-23,50,2022-10-12,Steenbreekvaren,16,,
rotterdam,appartement,390000,4698.8,83,C,3011EP,Schiedamsedijk 179,1956,67,2022-11-18,34,2022-12-22,Schiedamsedijk,179,,
rotterdam,appartement,310000,4920.6,63,D,3038EA,Stadhoudersplein 86,1957,66,2022-04-25,86,2022-07-20,Stadhoudersplein,86,,
rotterdam,appartement,375000,3866.0,97,C,3071VP,Sleephellingstraat 102,1899,124,2022-11-11,31,2022-12-12,Sleephellingstraat,102,,
rotterdam,appartement,199500,3911.8,51,B,3082XA,Pendrechtstraat 11 A,1934,89,2022-09-08,36,2022-10-14,Pendrechtstraat,11,A,
rotterdam,appartement,242250,2422.5,100,C,3074EC,Beijerlandselaan 85 J,1927,96,2022-07-06,26,2022-08-01,Beijerlandselaan,85,J,
rotterdam,huis,695000,6376.1,109,D,3055NC,Burgemeester Le Fèvre de Montignylaan 209,1951,72,2022-12-15,76,2023-03-01,Burgemeester Le Fèvre de Montignylaan,209,,
rotterdam,appartement,389000,3324.8,117,A,3025GG,Puntstraat 47,2006,17,2022-11-10,39,2022-12-19,Puntstraat,47,,
rotterdam,appartement,299500,2995.0,100,G,3082KV,Boergoensevliet 48 b,1925,98,2022-05-27,47,2022-07-13,Boergoensevliet,48,b,
rotterdam,appartement,615000,6758.2,91,C,3015CL,Mathenesserlaan 170 A,1932,91,2022-09-16,52,2022-11-07,Mathenesserlaan,170,A,
rotterdam,huis,435000,3129.5,139,C,3051TW,Margrietstraat 6,1923,100,2022-08-25,28,2022-09-22,Margrietstraat,6,,
rotterdam,appartement,450000,4891.3,92,A,3024EN,Sint-Jobskade 562,2006,17,2022-06-02,48,2022-07-20,Sint-Jobskade,562,,
rotterdam,appartement,225000,3000.0,75,E,3024XL,Willem Buytewechstraat 227 A2,1927,96,2022-03-23,55,2022-05-17,Willem Buytewechstraat,227,A2,2
rotterdam,huis,325000,2981.7,109,A,3075HJ,Lede 167,1921,102,2023-02-28,41,2023-04-10,Lede,167,,
rotterdam,appartement,275000,3666.7,75,D,3074XT,Zuidpolderstraat 65 B,1925,98,2022-07-12,16,2022-07-28,Zuidpolderstraat,65,B,
rotterdam,appartement,450000,4411.8,102,B,3071XS,Burgemeester Hoffmanstraat 50,1901,122,2022-10-26,90,2023-01-24,Burgemeester Hoffmanstraat,50,,
rotterdam,appartement,550000,6395.3,86,D,3061BH,Hermonlaan 43,1989,34,2022-09-16,32,2022-10-18,Hermonlaan,43,,
rotterdam,huis,737500,3841.1,192,na,3072DB,Laan op Zuid 1279,0,2023,2022-07-11,284,2023-04-21,Laan op Zuid,1279,,
rotterdam,appartement,409000,4397.8,93,A,3024EN,Sint-Jobskade 324,2005,18,2022-09-13,49,2022-11-01,Sint-Jobskade,324,,
rotterdam,appartement,450000,3214.3,140,A,3072GE,Paul Krugerstraat 103,2006,17,2022-06-13,39,2022-07-22,Paul Krugerstraat,103,,
rotterdam,appartement,439000,5289.2,83,B,3063TC,Buitenbassinweg 536,1991,32,2022-04-22,74,2022-07-05,Buitenbassinweg,536,,
rotterdam,appartement,285000,4672.1,61,F,3031RL,Herman Robbersstraat 112 B,1941,82,2022-09-07,126,2023-01-11,Herman Robbersstraat,112,B,
rotterdam,appartement,196000,4260.9,46,C,3081TH,Boelstraat 30 a,1935,88,2022-05-13,278,2023-02-15,Boelstraat,30,a,
rotterdam,appartement,570000,4130.4,138,B,3071AE,Eric Kropstraat 90,1995,28,2022-12-29,8,2023-01-06,Eric Kropstraat,90,,
rotterdam,huis,525000,4906.5,107,D,3052HS,Tjaskerlaan 96,1955,68,2022-09-23,21,2022-10-14,Tjaskerlaan,96,,
rotterdam,appartement,299000,4095.9,73,E,3038SM,Talmastraat 69 D,1944,79,2022-09-09,147,2023-02-03,Talmastraat,69,D,
rotterdam,huis,875000,4441.6,197,A,3059VL,Ossip Zadkinestraat 33,2010,13,2023-03-09,25,2023-04-03,Ossip Zadkinestraat,33,,
rotterdam,huis,719000,4761.6,151,B,3065SN,Jan Hudigstraat 38,1997,26,2022-06-03,18,2022-06-21,Jan Hudigstraat,38,,
rotterdam,huis,750000,4237.3,177,A,3059XA,Cypruslaan 154,2006,17,2022-06-08,24,2022-07-02,Cypruslaan,154,,
rotterdam,appartement,285000,4750.0,60,C,3021VC,Hendrick Sorchstraat 93,1987,36,2023-01-10,24,2023-02-03,Hendrick Sorchstraat,93,,
rotterdam,appartement,269500,3500.0,77,C,3068JC,Robert Kochplaats 135,1973,50,2022-09-09,39,2022-10-18,Robert Kochplaats,135,,
rotterdam,appartement,550000,5188.7,106,C,3011GW,Vissersdijk 135,2005,18,2022-04-23,24,2022-05-17,Vissersdijk,135,,
rotterdam,huis,295000,3390.8,87,E,3078GR,Koninginneweg 190,1927,96,2022-08-08,21,2022-08-29,Koninginneweg,190,,
rotterdam,appartement,450000,3543.3,127,E,3054EB,Adriaen van der Doeslaan 39 A,1931,92,2022-05-10,31,2022-06-10,Adriaen van der Doeslaan,39,A,
rotterdam,huis,350000,4545.5,77,G,3055ZS,Jubileumplein 23,1922,101,2022-08-22,65,2022-10-26,Jubileumplein,23,,
rotterdam,appartement,450000,4245.3,106,A,3024EP,Müllerkade 251,2001,22,2023-01-12,11,2023-01-23,Müllerkade,251,,
rotterdam,appartement,269000,3241.0,83,C,3069BA,Anatole Franceplaats 332,1971,52,2022-11-02,47,2022-12-19,Anatole Franceplaats,332,,
rotterdam,appartement,577500,4935.9,117,na,3072DB,Laan op Zuid,2022,1,2022-03-15,222,2022-10-23,Laan op Zuid,,,
rotterdam,appartement,350000,4069.8,86,E,3052HD,Molenvijver 38 A,1933,90,2022-08-30,17,2022-09-16,Molenvijver,38,A,
rotterdam,appartement,246500,3423.6,72,A,3029BL,Speedwellstraat 282,1989,34,2022-11-24,18,2022-12-12,Speedwellstraat,282,,
rotterdam,appartement,275000,5000.0,55,A,3059XA,Cypruslaan 187,2010,13,2022-03-01,86,2022-05-26,Cypruslaan,187,,
rotterdam,appartement,395000,3872.5,102,A,3071AW,Cargadoorskade 43,1996,27,2022-08-13,27,2022-09-09,Cargadoorskade,43,,
rotterdam,appartement,350000,4166.7,84,B,3056RD,Dirk van der Kooijweg 6,2003,20,2022-09-23,119,2023-01-20,Dirk van der Kooijweg,6,,
rotterdam,huis,895000,6088.4,147,D,3055GM,Molenlaan 280,1954,69,2022-09-05,19,2022-09-24,Molenlaan,280,,
rotterdam,appartement,275000,4741.4,58,E,3031RK,Herman Robbersstraat 96 E,1941,82,2022-10-27,104,2023-02-08,Herman Robbersstraat,96,E,
rotterdam,appartement,320000,3440.9,93,A,3066VL,Rietkerkweg 386,1991,32,2022-10-19,37,2022-11-25,Rietkerkweg,386,,
rotterdam,appartement,435000,4350.0,100,A,3071MN,Ernest Groosmanplein 4 incl PP,2005,18,2022-10-29,114,2023-02-20,Ernest Groosmanplein,4,,
rotterdam,appartement,525000,3523.5,149,C,3054GE,Bergse Dorpsstraat 70,1936,87,2023-01-19,47,2023-03-07,Bergse Dorpsstraat,70,,
rotterdam,huis,429500,3181.5,135,B,3085VR,Ludenhorst 14,1999,24,2022-10-14,108,2023-01-30,Ludenhorst,14,,
rotterdam,huis,675000,4272.2,158,D,3043HA,Schielaan 31,1932,91,2022-10-12,95,2023-01-15,Schielaan,31,,
rotterdam,appartement,475000,5523.3,86,C,3016AG,Westzeedijk 82 a1,1891,132,2022-07-08,136,2022-11-21,Westzeedijk,82,a1,1
rotterdam,appartement,250000,3623.2,69,C,3067JW,Voermanweg 358,1986,37,2021-10-31,29,2021-11-29,Voermanweg,358,,
rotterdam,huis,625000,4194.6,149,A,3071AX,Rijksboom 26,1995,28,2022-04-15,38,2022-05-23,Rijksboom,26,,
rotterdam,huis,548000,4981.8,110,C,3061ZV,Paulus Potterstraat 22,1890,133,2023-02-01,57,2023-03-30,Paulus Potterstraat,22,,
rotterdam,huis,1095000,5367.6,204,B,3055AS,Maarten Dijkshoornlaan 27,1938,85,2022-10-14,14,2022-10-28,Maarten Dijkshoornlaan,27,,
rotterdam,appartement,268000,3621.6,74,D,3052SP,Wilgenplaslaan 340,1966,57,2022-11-16,21,2022-12-07,Wilgenplaslaan,340,,
rotterdam,appartement,290000,3333.3,87,B,3068JK,Niels Bohrplaats 696,1969,54,2022-10-26,71,2023-01-05,Niels Bohrplaats,696,,
rotterdam,appartement,539500,4650.9,116,C,3021ST,Witte van Haemstedestraat 5 b,1915,108,2022-04-02,27,2022-04-29,Witte van Haemstedestraat,5,b,
rotterdam,huis,689000,4956.8,139,A,3045BV,Fahrenheitpad 8,2017,6,2022-06-10,25,2022-07-05,Fahrenheitpad,8,,
rotterdam,appartement,299500,2879.8,104,B,3069ST,Söderblomplaats 698,1972,51,2022-10-18,122,2023-02-17,Söderblomplaats,698,,
rotterdam,appartement,475000,4750.0,100,C,3038XX,Treubstraat 10 b2,1934,89,2023-02-01,22,2023-02-23,Treubstraat,10,b2,2
rotterdam,appartement,250000,2907.0,86,C,3068JG,Kelloggplaats 120,1970,53,2022-04-29,82,2022-07-20,Kelloggplaats,120,,
